event,event_date,venue,discipline,round,athlete,fis_code,rank,run_score,time_points,turns_total,air_total,jump_1_jump_number,jump_1_type,jump_1_degree_diff,jump_1_judge_6_score,jump_1_judge_7_score,jump_2_jump_number,jump_2_type,jump_2_degree_diff,jump_2_judge_6_score,jump_2_judge_7_score,podium_rank
FIS FREESTYLE SKI WORLD CUP 2024,2024-02-01,DEER VALLEY (USA),Women's Moguls,Results Qualification,TOMITAKA Hinako,2532031,7,63.5,12.89,39.9,10.71,1,bG,0.92,5.0,6.5,2,bp,0.81,6.5,6.9,3
FIS FREESTYLE SKI WORLD CUP 2025,2024-11-30,RUKA (FIN),Men's Moguls,Results Final 1,KINGSBURY Mikael,2484937,1,85.07,15.48,51.9,17.69,1,bdF,1.05,8.3,8.8,2,10op,1.05,8.2,8.4,1
FIS FREESTYLE SKI WORLD CUP 2025,2024-11-30,RUKA (FIN),Men's Moguls,Results Final 2,KINGSBURY Mikael,2484937,1,83.9,15.79,51.0,17.11,1,bdF,1.05,8.6,8.8,2,10op,1.05,7.6,7.6,1
FIS FREESTYLE SKI WORLD CUP 2025,2024-11-30,RUKA (FIN),Men's Moguls,Results Qualification,KINGSBURY Mikael,2484937,1,82.12,15.43,51.3,15.39,1,bF,0.88,8.6,9.0,2,7op,0.88,8.5,8.9,1
FIS FREESTYLE SKI WORLD CUP 2025,2024-11-30,RUKA (FIN),Men's Moguls,Results Final 1,WALLBERG Walter,2532001,2,79.11,16.42,46.0,16.69,1,bdF,1.05,8.0,8.1,2,10op,1.05,7.7,8.0,2
FIS FREESTYLE SKI WORLD CUP 2025,2024-11-30,RUKA (FIN),Men's Moguls,Results Final 2,WALLBERG Walter,2532001,2,81.14,16.47,48.3,16.37,1,bdF,1.05,7.8,7.7,2,10op,1.05,8.0,7.7,2
FIS FREESTYLE SKI WORLD CUP 2025,2024-11-30,RUKA (FIN),Men's Moguls,Results Qualification,WALLBERG Walter,2532001,8,74.89,14.9,45.9,14.09,1,bF,0.88,6.8,7.0,2,7oG,1.01,7.9,8.0,2
FIS FREESTYLE SKI WORLD CUP 2025,2024-11-30,RUKA (FIN),Men's Moguls,Results Final 1,HORISHIMA Ikuma,2529645,6,75.76,13.7,47.3,14.76,1,bF,0.88,8.5,8.6,2,10op,1.05,6.9,6.9,3
FIS FREESTYLE SKI WORLD CUP 2025,2024-11-30,RUKA (FIN),Men's Moguls,Results Final 2,HORISHIMA Ikuma,2529645,3,80.51,14.02,48.4,18.09,1,bdF,1.05,8.0,8.0,2,14op,1.22,7.9,8.0,3
FIS FREESTYLE SKI WORLD CUP 2025,2024-11-30,RUKA (FIN),Men's Moguls,Results Qualification,HORISHIMA Ikuma,2529645,2,77.93,13.28,50.1,14.55,1,bF,0.88,8.6,8.0,2,7op,0.88,8.3,8.2,3
FIS FREESTYLE SKI WORLD CUP 2025,2024-11-30,RUKA (FIN),Women's Moguls,Results Final 1,LAFFONT Perrine,2531156,1,79.42,15.9,47.8,15.72,1,7oG,1.11,8.0,7.9,2,bG,0.92,7.5,7.5,1
FIS FREESTYLE SKI WORLD CUP 2025,2024-11-30,RUKA (FIN),Women's Moguls,Results Final 2,LAFFONT Perrine,2531156,1,81.13,16.06,49.0,16.07,1,7oG,1.11,8.2,8.0,2,bG,0.92,7.7,7.7,1
FIS FREESTYLE SKI WORLD CUP 2025,2024-11-30,RUKA (FIN),Women's Moguls,Results Qualification,LAFFONT Perrine,2531156,2,76.42,15.05,45.6,15.77,1,7oG,1.11,8.0,7.0,2,bG,0.92,8.2,8.0,1
FIS FREESTYLE SKI WORLD CUP 2025,2024-11-30,RUKA (FIN),Women's Moguls,Results Final 1,ANTHONY Jakara,2530720,2,77.51,15.93,46.8,14.78,1,7oG,1.11,8.1,8.4,2,bp,0.81,6.9,7.0,2
FIS FREESTYLE SKI WORLD CUP 2025,2024-11-30,RUKA (FIN),Women's Moguls,Results Final 2,ANTHONY Jakara,2530720,2,80.0,15.71,47.3,16.99,1,7oG,1.11,8.1,8.1,2,bG,0.92,8.5,8.9,2
FIS FREESTYLE SKI WORLD CUP 2025,2024-11-30,RUKA (FIN),Women's Moguls,Results Qualification,ANTHONY Jakara,2530720,1,77.67,14.61,47.3,15.76,1,7oG,1.11,8.0,8.0,2,bp,0.81,8.4,8.6,2
FIS FREESTYLE SKI WORLD CUP 2025,2024-11-30,RUKA (FIN),Women's Moguls,Results Final 1,GIACCIO Olivia,2532241,3,75.01,14.73,44.1,16.18,1,7oG,1.11,7.8,7.6,2,7op,0.98,7.6,8.0,3
FIS FREESTYLE SKI WORLD CUP 2025,2024-11-30,RUKA (FIN),Women's Moguls,Results Final 2,GIACCIO Olivia,2532241,3,76.95,14.13,46.8,16.02,1,7oG,1.11,7.7,6.8,2,7op,0.98,8.0,8.3,3
FIS FREESTYLE SKI WORLD CUP 2025,2024-11-30,RUKA (FIN),Women's Moguls,Results Qualification,GIACCIO Olivia,2532241,4,73.34,12.04,45.0,16.3,1,7oG,1.11,8.0,7.7,2,7op,0.98,7.7,7.8,3
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-06,IDRE FJÄLL (SWE),Men's Moguls,Results Final 1,KINGSBURY Mikael,2484937,3,83.47,16.7,49.5,17.27,1,bdF,1.05,8.2,7.8,2,10op,1.05,8.4,8.5,1
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-06,IDRE FJÄLL (SWE),Men's Moguls,Results Final 2,KINGSBURY Mikael,2484937,1,87.92,17.71,51.0,19.21,1,bdF,1.05,9.3,9.0,2,10op,1.05,9.2,9.1,1
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-06,IDRE FJÄLL (SWE),Men's Moguls,Results Qualification,KINGSBURY Mikael,2484937,1,81.55,16.51,49.7,15.34,1,bF,0.88,8.3,8.4,2,7op,0.88,9.1,9.1,1
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-06,IDRE FJÄLL (SWE),Men's Moguls,Results Final 1,HORISHIMA Ikuma,2529645,5,80.22,15.58,49.6,15.04,1,bF,0.88,8.2,8.1,2,10op,1.05,7.0,8.0,2
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-06,IDRE FJÄLL (SWE),Men's Moguls,Results Final 2,HORISHIMA Ikuma,2529645,2,85.89,16.78,51.0,18.11,1,bdF,1.05,8.2,8.3,2,14op,1.22,7.8,7.7,2
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-06,IDRE FJÄLL (SWE),Men's Moguls,Results Qualification,HORISHIMA Ikuma,2529645,9,74.57,15.55,44.9,14.12,1,bF,0.88,7.2,7.0,2,10op,1.05,7.6,7.4,2
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-06,IDRE FJÄLL (SWE),Men's Moguls,Results Final 1,WALLBERG Walter,2532001,2,84.53,17.53,49.0,18.0,1,bdF,1.05,8.3,8.1,2,10op,1.05,8.9,9.0,3
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-06,IDRE FJÄLL (SWE),Men's Moguls,Results Final 2,WALLBERG Walter,2532001,3,85.63,18.01,49.1,18.52,1,bdF,1.05,8.9,8.9,2,7oG,1.01,8.9,9.3,3
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-06,IDRE FJÄLL (SWE),Men's Moguls,Results Qualification,WALLBERG Walter,2532001,2,81.35,17.03,48.0,16.32,1,bF,0.88,8.0,8.1,2,7oG,1.01,9.1,9.2,3
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-06,IDRE FJÄLL (SWE),Women's Moguls,Results Final 1,ANTHONY Jakara,2530720,1,80.36,16.98,46.9,16.48,1,7oG,1.11,8.2,8.3,2,bp,0.81,8.9,9.2,1
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-06,IDRE FJÄLL (SWE),Women's Moguls,Results Final 2,ANTHONY Jakara,2530720,1,82.94,17.56,48.2,17.18,1,7oG,1.11,8.5,8.9,2,bp,0.81,9.3,9.3,1
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-06,IDRE FJÄLL (SWE),Women's Moguls,Results Qualification,ANTHONY Jakara,2530720,2,77.39,15.44,45.3,16.65,1,7oG,1.11,8.4,9.0,2,bp,0.81,8.6,8.7,1
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-06,IDRE FJÄLL (SWE),Women's Moguls,Results Final 1,LAFFONT Perrine,2531156,2,80.2,16.43,46.3,17.47,1,7oG,1.11,8.3,8.2,2,bG,0.92,9.2,8.9,2
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-06,IDRE FJÄLL (SWE),Women's Moguls,Results Final 2,LAFFONT Perrine,2531156,2,80.89,16.89,46.2,17.8,1,7oG,1.11,8.5,8.5,2,bG,0.92,9.2,9.0,2
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-06,IDRE FJÄLL (SWE),Women's Moguls,Results Qualification,LAFFONT Perrine,2531156,1,78.43,16.47,45.6,16.36,1,7oG,1.11,8.3,8.1,2,bG,0.92,8.0,7.8,2
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-06,IDRE FJÄLL (SWE),Women's Moguls,Results Final 1,SCHWINGHAMMER,2533204,6,73.71,16.25,46.3,11.16,1,7op,0.98,7.2,7.9,2,bG,0.92,4.2,4.0,3
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-06,IDRE FJÄLL (SWE),Women's Moguls,Results Final 2,SCHWINGHAMMER,2533204,3,80.71,16.53,47.7,16.48,1,7op,0.98,7.8,8.3,2,bG,0.92,9.3,9.4,3
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-06,IDRE FJÄLL (SWE),Women's Moguls,Results Qualification,SCHWINGHAMMER,2533204,3,76.35,15.05,47.6,13.7,1,7op,0.98,6.2,6.3,2,bG,0.92,8.3,8.2,3
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-20,BAKURIANI (GEO),Men's Moguls,Results Final 1,CAVET Benjamin,2530514,2,80.78,17.02,48.1,15.66,1,bF,0.88,9.0,9.3,2,10op,1.05,7.1,7.4,1
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-20,BAKURIANI (GEO),Men's Moguls,Results Final 2,CAVET Benjamin,2530514,1,84.08,17.86,49.1,17.12,1,bF,0.88,9.0,9.4,2,10op,1.05,8.6,8.6,1
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-20,BAKURIANI (GEO),Men's Moguls,Results Final 1,KINGSBURY Mikael,2484937,5,79.36,16.83,49.0,13.53,1,10op,1.05,9.1,9.2,2,7oG,1.01,3.9,3.9,2
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-20,BAKURIANI (GEO),Men's Moguls,Results Final 2,KINGSBURY Mikael,2484937,2,82.93,16.93,48.6,17.4,1,10op,1.05,8.6,8.4,2,7oG,1.01,8.2,8.6,2
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-20,BAKURIANI (GEO),Men's Moguls,Results Final 1,VIERELA Severi,2533386,4,80.09,18.34,45.1,16.65,1,10op,1.05,7.5,7.4,2,7oG,1.01,8.6,8.9,3
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-20,BAKURIANI (GEO),Men's Moguls,Results Final 2,VIERELA Severi,2533386,3,80.8,18.36,46.1,16.34,1,10op,1.05,8.4,8.7,2,7oG,1.01,7.4,7.2,3
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-20,BAKURIANI (GEO),Women's Moguls,Results Final 1,GIACCIO Olivia,2532241,1,79.77,16.95,46.1,16.72,1,7oG,1.11,7.8,7.6,2,7op,0.98,8.2,8.5,1
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-20,BAKURIANI (GEO),Women's Moguls,Results Final 2,GIACCIO Olivia,2532241,1,80.19,16.89,45.3,18.0,1,7oG,1.11,8.6,8.5,2,7op,0.98,8.7,8.7,1
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-20,BAKURIANI (GEO),Women's Moguls,Results Qualification,GIACCIO Olivia,2532241,5,73.05,15.61,41.2,16.24,1,7oG,1.11,8.1,8.2,2,7op,0.98,7.5,7.2,1
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-20,BAKURIANI (GEO),Women's Moguls,Results Final 1,LAFFONT Perrine,2531156,3,75.28,16.85,46.2,12.23,1,7op,0.98,7.0,7.0,2,bG,0.92,5.9,5.8,2
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-20,BAKURIANI (GEO),Women's Moguls,Results Final 2,LAFFONT Perrine,2531156,2,76.53,16.54,45.6,14.39,1,7op,0.98,7.8,7.6,2,bG,0.92,7.4,7.5,2
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-20,BAKURIANI (GEO),Women's Moguls,Results Qualification,LAFFONT Perrine,2531156,1,77.19,15.83,46.1,15.26,1,7op,0.98,7.5,7.5,2,bG,0.92,8.5,8.7,2
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-20,BAKURIANI (GEO),Women's Moguls,Results Final 1,KAUF Jaelin,2529064,6,73.25,18.57,40.9,13.78,1,7op,0.98,7.6,7.5,2,bG,0.92,7.1,6.8,3
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-20,BAKURIANI (GEO),Women's Moguls,Results Final 2,KAUF Jaelin,2529064,3,76.13,19.58,42.8,13.75,1,7op,0.98,7.2,7.1,2,bG,0.92,7.3,7.4,3
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-20,BAKURIANI (GEO),Women's Moguls,Results Qualification,KAUF Jaelin,2529064,7,71.0,17.52,39.8,13.68,1,7op,0.98,6.5,6.5,2,bG,0.92,7.9,8.0,3
FIS FREESTYLE SKI WORLD CUP 2025,2025-01-24,WATERVILLE (USA),Men's Moguls,Results Final 1,KINGSBURY Mikael,2484937,2,80.07,16.9,47.8,15.37,1,bF,0.88,8.7,9.2,2,10op,1.05,7.2,7.1,1
FIS FREESTYLE SKI WORLD CUP 2025,2025-01-24,WATERVILLE (USA),Men's Moguls,Results Final 2,KINGSBURY Mikael,2484937,1,84.95,16.95,50.9,17.1,1,bF,0.88,9.4,9.2,2,10op,1.05,8.5,8.5,1
FIS FREESTYLE SKI WORLD CUP 2025,2025-01-24,WATERVILLE (USA),Men's Moguls,Results Qualification,KINGSBURY Mikael,2484937,2,80.01,16.75,49.5,13.76,1,bF,0.88,7.8,7.7,2,7op,0.88,8.0,7.8,1
FIS FREESTYLE SKI WORLD CUP 2025,2025-01-24,WATERVILLE (USA),Men's Moguls,Results Final 1,PAGE Nick,2533462,1,81.51,17.25,47.9,16.36,1,10op,1.05,7.5,7.9,2,7oG,1.01,8.2,8.2,2
FIS FREESTYLE SKI WORLD CUP 2025,2025-01-24,WATERVILLE (USA),Men's Moguls,Results Final 2,PAGE Nick,2533462,2,83.55,16.76,49.8,16.99,1,10op,1.05,8.3,8.6,2,7oG,1.01,7.9,8.2,2
FIS FREESTYLE SKI WORLD CUP 2025,2025-01-24,WATERVILLE (USA),Men's Moguls,Results Qualification,PAGE Nick,2533462,9,73.15,15.56,44.1,13.49,1,7oG,1.01,6.3,6.5,2,10op,1.05,7.0,6.4,2
FIS FREESTYLE SKI WORLD CUP 2025,2025-01-24,WATERVILLE (USA),Men's Moguls,Results Final 1,CAVET Benjamin,2530514,5,78.58,16.43,48.1,14.05,1,bF,0.88,7.2,8.4,2,10op,1.05,6.5,7.2,3
FIS FREESTYLE SKI WORLD CUP 2025,2025-01-24,WATERVILLE (USA),Men's Moguls,Results Final 2,CAVET Benjamin,2530514,3,74.55,16.9,43.8,13.85,1,bF,0.88,7.1,8.3,2,10op,1.05,6.7,6.8,3
FIS FREESTYLE SKI WORLD CUP 2025,2025-01-24,WATERVILLE (USA),Men's Moguls,Results Qualification,CAVET Benjamin,2530514,3,78.12,16.59,48.4,13.13,1,bF,0.88,8.2,8.2,2,bp,0.71,8.4,8.3,3
FIS FREESTYLE SKI WORLD CUP 2025,2025-01-24,WATERVILLE (USA),Women's Moguls,Results Final 1,LAFFONT Perrine,2531156,1,80.29,17.82,46.0,16.47,1,7oG,1.11,7.8,7.9,2,bG,0.92,8.5,8.4,1
FIS FREESTYLE SKI WORLD CUP 2025,2025-01-24,WATERVILLE (USA),Women's Moguls,Results Final 2,LAFFONT Perrine,2531156,1,77.43,17.61,46.2,13.62,1,7oG,1.11,7.0,6.7,2,bG,0.92,6.6,6.5,1
FIS FREESTYLE SKI WORLD CUP 2025,2025-01-24,WATERVILLE (USA),Women's Moguls,Results Qualification,LAFFONT Perrine,2531156,1,77.2,16.34,45.5,15.36,1,7oG,1.11,7.3,6.8,2,bG,0.92,8.1,8.3,1
FIS FREESTYLE SKI WORLD CUP 2025,2025-01-24,WATERVILLE (USA),Women's Moguls,Results Final 1,KAUF Jaelin,2529064,3,72.89,18.11,42.2,12.58,1,7op,0.98,6.8,6.5,2,bG,0.92,6.9,6.3,2
FIS FREESTYLE SKI WORLD CUP 2025,2025-01-24,WATERVILLE (USA),Women's Moguls,Results Final 2,KAUF Jaelin,2529064,2,77.39,17.73,45.5,14.16,1,7op,0.98,6.8,7.1,2,bG,0.92,7.8,8.2,2
FIS FREESTYLE SKI WORLD CUP 2025,2025-01-24,WATERVILLE (USA),Women's Moguls,Results Qualification,KAUF Jaelin,2529064,5,74.02,16.76,44.2,13.06,1,7op,0.98,5.6,6.8,2,bG,0.92,7.0,8.2,2
FIS FREESTYLE SKI WORLD CUP 2025,2025-01-24,WATERVILLE (USA),Women's Moguls,Results Final 1,GIACCIO Olivia,2532241,4,72.84,17.22,42.5,13.12,1,7oG,1.11,6.3,5.7,2,7op,0.98,6.7,6.5,3
FIS FREESTYLE SKI WORLD CUP 2025,2025-01-24,WATERVILLE (USA),Women's Moguls,Results Final 2,GIACCIO Olivia,2532241,3,75.52,17.39,44.5,13.63,1,7oG,1.11,6.2,6.0,2,7op,0.98,6.5,7.5,3
FIS FREESTYLE SKI WORLD CUP 2025,2025-01-24,WATERVILLE (USA),Women's Moguls,Results Qualification,GIACCIO Olivia,2532241,4,74.45,15.49,44.8,14.16,1,7oG,1.11,7.5,5.5,2,7op,0.98,6.0,8.2,3
FIS FREESTYLE SKI WORLD CUP 2025,2025-01-31,VAL ST. COME (CAN),Men's Moguls,Results Final 1,KINGSBURY Mikael,2484937,1,88.04,17.07,53.8,17.17,1,bF,0.88,9.0,9.5,2,10op,1.05,8.8,8.4,1
FIS FREESTYLE SKI WORLD CUP 2025,2025-01-31,VAL ST. COME (CAN),Men's Moguls,Results Final 2,KINGSBURY Mikael,2484937,1,87.42,16.33,53.8,17.29,1,bF,0.88,9.5,9.4,2,10op,1.05,8.7,8.4,1
FIS FREESTYLE SKI WORLD CUP 2025,2025-01-31,VAL ST. COME (CAN),Men's Moguls,Results Qualification,KINGSBURY Mikael,2484937,1,82.82,16.84,51.3,14.68,1,bF,0.88,8.7,8.6,2,7op,0.88,8.0,8.1,1
FIS FREESTYLE SKI WORLD CUP 2025,2025-01-31,VAL ST. COME (CAN),Men's Moguls,Results Final 1,VIEL Julien,2534074,4,81.32,16.7,48.7,15.92,1,10op,1.05,8.0,8.0,2,7op,0.88,8.5,8.6,2
FIS FREESTYLE SKI WORLD CUP 2025,2025-01-31,VAL ST. COME (CAN),Men's Moguls,Results Final 2,VIEL Julien,2534074,2,80.56,16.35,49.0,15.21,1,10op,1.05,7.8,8.2,2,7op,0.88,7.6,7.9,2
FIS FREESTYLE SKI WORLD CUP 2025,2025-01-31,VAL ST. COME (CAN),Men's Moguls,Results Qualification,VIEL Julien,2534074,3,80.18,16.17,49.5,14.51,1,bF,0.88,8.3,8.5,2,7op,0.88,7.9,8.3,2
FIS FREESTYLE SKI WORLD CUP 2025,2025-01-31,VAL ST. COME (CAN),Men's Moguls,Results Final 1,PENTTALA Olli,2528035,5,78.16,16.35,44.9,16.91,1,10op,1.05,7.8,7.4,2,7oG,1.01,8.8,8.9,3
FIS FREESTYLE SKI WORLD CUP 2025,2025-01-31,VAL ST. COME (CAN),Men's Moguls,Results Final 2,PENTTALA Olli,2528035,3,78.28,16.2,45.8,16.28,1,10op,1.05,8.2,8.5,2,7oG,1.01,7.4,7.5,3
FIS FREESTYLE SKI WORLD CUP 2025,2025-01-31,VAL ST. COME (CAN),Men's Moguls,Results Qualification,PENTTALA Olli,2528035,15,72.19,15.32,40.8,16.07,1,10op,1.05,8.0,8.1,2,7oG,1.01,7.5,7.6,3
FIS FREESTYLE SKI WORLD CUP 2025,2025-01-31,VAL ST. COME (CAN),Women's Moguls,Results Final 1,SCHWINGHAMMER,2533204,1,78.66,16.52,45.8,16.34,1,7op,0.98,7.8,8.0,2,bG,0.92,9.2,9.5,1
FIS FREESTYLE SKI WORLD CUP 2025,2025-01-31,VAL ST. COME (CAN),Women's Moguls,Results Final 2,SCHWINGHAMMER,2533204,1,80.07,16.61,48.1,15.36,1,7op,0.98,7.8,7.7,2,bG,0.92,8.5,8.4,1
FIS FREESTYLE SKI WORLD CUP 2025,2025-01-31,VAL ST. COME (CAN),Women's Moguls,Results Qualification,SCHWINGHAMMER,2533204,5,70.79,14.7,40.6,15.49,1,7op,0.98,8.1,7.2,2,bG,0.92,8.8,8.6,1
FIS FREESTYLE SKI WORLD CUP 2025,2025-01-31,VAL ST. COME (CAN),Women's Moguls,Results Final 1,KAUF Jaelin,2529064,3,75.23,17.76,42.3,15.17,1,7op,0.98,7.6,7.9,2,bG,0.92,8.2,8.3,2
FIS FREESTYLE SKI WORLD CUP 2025,2025-01-31,VAL ST. COME (CAN),Women's Moguls,Results Final 2,KAUF Jaelin,2529064,2,77.85,17.82,45.1,14.93,1,7op,0.98,7.9,7.0,2,bG,0.92,8.1,8.5,2
FIS FREESTYLE SKI WORLD CUP 2025,2025-01-31,VAL ST. COME (CAN),Women's Moguls,Results Qualification,KAUF Jaelin,2529064,3,72.92,16.4,40.9,15.62,1,7op,0.98,8.2,8.4,2,bG,0.92,8.2,8.1,2
FIS FREESTYLE SKI WORLD CUP 2025,2025-01-31,VAL ST. COME (CAN),Women's Moguls,Results Final 1,GIACCIO Olivia,2532241,2,76.69,14.89,45.0,16.8,1,7oG,1.11,7.8,8.0,2,7op,0.98,8.0,8.4,3
FIS FREESTYLE SKI WORLD CUP 2025,2025-01-31,VAL ST. COME (CAN),Women's Moguls,Results Final 2,GIACCIO Olivia,2532241,3,77.71,15.12,45.7,16.89,1,7oG,1.11,8.1,8.3,2,7op,0.98,8.0,7.9,3
FIS FREESTYLE SKI WORLD CUP 2025,2025-01-31,VAL ST. COME (CAN),Women's Moguls,Results Qualification,GIACCIO Olivia,2532241,1,75.03,13.89,43.6,17.54,1,7oG,1.11,8.3,8.5,2,7op,0.98,8.6,8.2,3
FIS FREESTYLE SKI WORLD CUP 2025,2025-02-06,DEER VALLEY (USA),Men's Moguls,Results Final 1,HORISHIMA Ikuma,2529645,1,87.99,16.67,53.7,17.62,1,bF,0.88,9.4,9.3,2,10op,1.05,8.9,9.0,1
FIS FREESTYLE SKI WORLD CUP 2025,2025-02-06,DEER VALLEY (USA),Men's Moguls,Results Final 2,HORISHIMA Ikuma,2529645,1,86.24,16.72,52.8,16.72,1,bdF,1.05,8.1,8.2,2,14op,1.22,6.6,6.8,1
FIS FREESTYLE SKI WORLD CUP 2025,2025-02-06,DEER VALLEY (USA),Men's Moguls,Results Qualification,HORISHIMA Ikuma,2529645,1,78.9,14.93,48.8,15.17,1,bF,0.88,7.6,7.7,2,10op,1.05,8.0,8.1,1
FIS FREESTYLE SKI WORLD CUP 2025,2025-02-06,DEER VALLEY (USA),Men's Moguls,Results Final 1,KOLMAKOV Pavel,2528846,2,82.4,16.52,49.7,16.18,1,bdF,1.05,8.3,8.1,2,bG,0.82,9.3,9.2,2
FIS FREESTYLE SKI WORLD CUP 2025,2025-02-06,DEER VALLEY (USA),Men's Moguls,Results Final 2,KOLMAKOV Pavel,2528846,2,84.95,17.33,51.4,16.22,1,bdF,1.05,8.3,8.1,2,bG,0.82,9.4,9.2,2
FIS FREESTYLE SKI WORLD CUP 2025,2025-02-06,DEER VALLEY (USA),Men's Moguls,Results Qualification,KOLMAKOV Pavel,2528846,6,75.43,16.26,43.9,15.27,1,bF,0.88,8.8,8.5,2,bG,0.82,9.4,9.3,2
FIS FREESTYLE SKI WORLD CUP 2025,2025-02-06,DEER VALLEY (USA),Men's Moguls,Results Final 1,CAVET Benjamin,2530514,6,80.12,15.39,50.9,13.83,1,bF,0.88,7.1,7.3,2,10op,1.05,7.3,7.0,3
FIS FREESTYLE SKI WORLD CUP 2025,2025-02-06,DEER VALLEY (USA),Men's Moguls,Results Final 2,CAVET Benjamin,2530514,3,83.82,16.27,51.3,16.25,1,bF,0.88,8.4,8.5,2,10op,1.05,8.5,8.3,3
FIS FREESTYLE SKI WORLD CUP 2025,2025-02-06,DEER VALLEY (USA),Men's Moguls,Results Qualification,CAVET Benjamin,2530514,5,76.32,15.93,48.6,11.79,1,bF,0.88,8.1,8.0,2,bp,0.71,6.6,6.7,3
FIS FREESTYLE SKI WORLD CUP 2025,2025-02-06,DEER VALLEY (USA),Women's Moguls,Results Final 1,KAUF Jaelin,2529064,2,78.72,16.16,48.3,14.26,1,7op,0.98,7.1,7.0,2,bG,0.92,8.1,7.9,1
FIS FREESTYLE SKI WORLD CUP 2025,2025-02-06,DEER VALLEY (USA),Women's Moguls,Results Final 2,KAUF Jaelin,2529064,1,80.75,16.4,49.0,15.35,1,7op,0.98,7.6,7.7,2,bG,0.92,8.6,8.5,1
FIS FREESTYLE SKI WORLD CUP 2025,2025-02-06,DEER VALLEY (USA),Women's Moguls,Results Qualification,KAUF Jaelin,2529064,4,71.72,14.91,43.6,13.21,1,bp,0.81,6.9,7.0,2,bG,0.92,8.2,8.3,1
FIS FREESTYLE SKI WORLD CUP 2025,2025-02-06,DEER VALLEY (USA),Women's Moguls,Results Final 1,LAFFONT Perrine,2531156,1,83.63,16.82,50.5,16.31,1,7oG,1.11,7.4,7.5,2,bG,0.92,8.8,8.7,2
FIS FREESTYLE SKI WORLD CUP 2025,2025-02-06,DEER VALLEY (USA),Women's Moguls,Results Final 2,LAFFONT Perrine,2531156,2,79.63,17.15,47.3,15.18,1,7oG,1.11,6.9,6.8,2,bG,0.92,8.4,8.1,2
FIS FREESTYLE SKI WORLD CUP 2025,2025-02-06,DEER VALLEY (USA),Women's Moguls,Results Qualification,LAFFONT Perrine,2531156,1,76.91,15.45,45.2,16.26,1,7oG,1.11,7.6,7.8,2,bG,0.92,8.4,8.4,2
FIS FREESTYLE SKI WORLD CUP 2025,2025-02-06,DEER VALLEY (USA),Women's Moguls,Results Final 1,SCHWINGHAMMER,2533204,3,78.68,16.01,48.0,14.67,1,7op,0.98,7.8,7.7,2,bG,0.92,7.6,7.8,3
FIS FREESTYLE SKI WORLD CUP 2025,2025-02-06,DEER VALLEY (USA),Women's Moguls,Results Final 2,SCHWINGHAMMER,2533204,3,75.22,15.87,46.3,13.05,1,7op,0.98,7.5,7.4,2,bp,0.81,7.1,7.1,3
FIS FREESTYLE SKI WORLD CUP 2025,2025-02-06,DEER VALLEY (USA),Women's Moguls,Results Qualification,SCHWINGHAMMER,2533204,3,72.08,13.52,44.8,13.76,1,7op,0.98,7.9,7.8,2,bp,0.81,7.5,7.5,3
FIS FREESTYLE SKI WORLD CUP 2025,2025-02-21,BEIDAHU (CHN),Men's Moguls,Results Final 1,HORISHIMA Ikuma,2529645,1,84.67,16.1,53.1,15.47,1,bF,0.88,8.0,8.1,2,10op,1.05,7.9,8.1,1
FIS FREESTYLE SKI WORLD CUP 2025,2025-02-21,BEIDAHU (CHN),Men's Moguls,Results Final 2,HORISHIMA Ikuma,2529645,1,86.57,16.43,52.5,17.64,1,bdF,1.05,8.5,8.5,2,14op,1.22,7.1,7.2,1
