event,event_date,venue,discipline,round,athlete,fis_code,country,rank,run_score,time_points,turns_total,air_total,jump_1_jump_number,jump_1_type,jump_1_degree_diff,jump_1_judge_6_score,jump_1_judge_7_score,jump_2_jump_number,jump_2_type,jump_2_degree_diff,jump_2_judge_6_score,jump_2_judge_7_score
FIS FREESTYLE SKI WORLD CUP 2023,2022-12-10,IDRE FJÄLL (SWE),Women's Moguls,Results Final 1,KAUF Jaelin,2529064,USA,7,71.25,20.0,39.6,11.65,1,bG,0.92,5.7,5.3,2,bp,0.81,8.1,8.2
FIS FREESTYLE SKI WORLD CUP 2023,2022-12-10,IDRE FJÄLL (SWE),Women's Moguls,Results Final 1,DEGROOTE Fantine,2533547,FRA,11,69.59,16.71,40.1,12.78,1,bG,0.92,7.1,6.7,2,bp,0.81,8.2,7.7
FIS FREESTYLE SKI WORLD CUP 2023,2023-02-02,DEER VALLEY (USA),Men's Moguls,Results Qualification,MOUILLE Thibaud,2532044,FRA,45,6.54,0.0,0.3,6.24,1,10op,1.05,5.9,6.0,2,NJ,0.0,0.0,0.0
FIS FREESTYLE SKI WORLD CUP 2023,2022-12-15,ALPE D'HUEZ (FRA),Men's Moguls,Results Qualification,WOODS Cooper,2532161,AUS,9,72.96,11.37,46.6,14.99,1,bF,0.88,8.8,9.3,2,7op,0.88,7.2,8.8
FIS FREESTYLE SKI WORLD CUP 2023,2022-12-15,ALPE D'HUEZ (FRA),Men's Moguls,Results Qualification,MURATA Yutaro,2530684,JPN,20,67.88,11.73,44.5,11.65,1,bF,0.88,6.3,7.3,2,7op,0.88,6.5,6.4
FIS FREESTYLE SKI WORLD CUP 2025,2025-01-24,WATERVILLE (USA),Women's Moguls,Results Final 1,HOGG Kasey,2534251,USA,14,51.44,17.35,27.1,6.99,1,bp,0.81,6.1,5.5,2,bG,0.92,2.0,3.0
FIS FREESTYLE SKI WORLD CUP 2025,2025-01-24,WATERVILLE (USA),Women's Moguls,Results Final 2,WILSON Charlotte,2535796,AUS,5,73.88,17.59,43.3,12.99,1,bG,0.92,7.6,7.9,2,bp,0.81,7.0,7.5
FIS FREESTYLE SKI WORLD CUP 2025,2025-02-06,DEER VALLEY (USA),Women's Moguls,Results Final 1,GORODKO,2535385,KAZ,12,39.18,10.18,15.4,13.6,1,bG,0.92,8.1,8.1,2,bp,0.81,7.6,7.6
FIS FREESTYLE SKI WORLD CUP 2025,2025-02-06,DEER VALLEY (USA),Women's Moguls,Results Final 2,SCHWINGHAMMER,2533204,CAN,3,75.22,15.87,46.3,13.05,1,7op,0.98,7.5,7.4,2,bp,0.81,7.1,7.1
FIS FREESTYLE SKI WORLD CUP 2025,2025-02-06,DEER VALLEY (USA),Women's Moguls,Results Final 2,TOMITAKA Hinako,2532031,JPN,5,41.74,12.37,16.6,12.77,1,bG,0.92,6.7,6.6,2,7op,0.98,6.8,6.8
FIS FREESTYLE SKI WORLD CUP 2025,2025-01-31,VAL ST. COME (CAN),Men's Moguls,Results Qualification,PAGE Nick,2533462,USA,4,79.4,16.47,46.2,16.73,1,10op,1.05,8.0,8.1,2,7oG,1.01,8.0,8.4
FIS FREESTYLE SKI WORLD CUP 2025,2025-01-31,VAL ST. COME (CAN),Men's Moguls,Results Qualification,CONEDERA Martino,2532502,SUI,46,60.79,13.46,35.2,12.13,1,bF,0.88,6.0,5.5,2,7oG,1.01,7.0,7.0
FIS FREESTYLE SKI WORLD CUP 2025,2025-01-31,VAL ST. COME (CAN),Men's Moguls,Results Qualification,JUNG Daeyoon,2534856,KOR,51,57.11,17.41,23.6,16.1,1,10op,1.05,8.3,8.3,2,7op,0.88,8.5,8.3
"FIS SNOWBOARD, FREESTYLE AND FREESKI WORLD CHAMPIONSHIPS 2023",2023-02-25,BAKURIANI (GEO),Men's Moguls,Results Qualification 1,HOLMGREN Albin,2532811,SWE,15,76.52,16.68,43.7,16.14,1,10op,1.05,8.0,8.1,2,7op,0.88,8.8,8.7
"FIS SNOWBOARD, FREESTYLE AND FREESKI WORLD CHAMPIONSHIPS 2023",2023-02-25,BAKURIANI (GEO),Men's Moguls,Results Qualification 1,DUFRESNE Gabriel,2530240,CAN,18,74.92,17.35,44.2,13.37,1,bF,0.88,8.4,8.4,2,7op,0.88,6.9,6.7
"FIS SNOWBOARD, FREESTYLE AND FREESKI WORLD CHAMPIONSHIPS 2023",2023-02-25,BAKURIANI (GEO),Men's Moguls,Results Qualification 1,KOLMAKOV Pavel,2528846,KAZ,24,70.73,16.78,41.6,12.35,1,10op,1.05,5.8,6.0,2,7oG,1.01,6.0,6.2
"FIS SNOWBOARD, FREESTYLE AND FREESKI WORLD CHAMPIONSHIPS 2023",2023-02-25,BAKURIANI (GEO),Men's Moguls,Results Qualification 1,WEESE Nicolas,2535693,GER,32,49.83,16.46,23.0,10.37,1,7op,0.88,6.8,7.0,2,lG,0.82,5.0,5.5
"FIS SNOWBOARD, FREESTYLE AND FREESKI WORLD CHAMPIONSHIPS 2023",2023-02-25,BAKURIANI (GEO),Men's Moguls,Results Qualification 1,FU Junyi,2537258,CHN,36,40.46,13.75,19.3,7.41,1,bL,0.71,7.0,6.9,2,bp,0.71,3.8,3.2
"FIS SNOWBOARD, FREESTYLE AND FREESKI WORLD CHAMPIONSHIPS 2023",2023-02-25,BAKURIANI (GEO),Men's Moguls,Results Qualification 2,JEANNESSON Mateo,2535572,GBR,12,76.94,15.26,47.3,14.38,1,bF,0.88,8.1,8.4,2,7op,0.88,8.0,8.2
"FIS SNOWBOARD, FREESTYLE AND FREESKI WORLD CHAMPIONSHIPS 2023",2023-02-25,BAKURIANI (GEO),Men's Moguls,Results Qualification 2,BOURDETTE Marius,2532799,FRA,22,67.36,15.63,41.9,9.83,1,7op,0.88,4.9,5.3,2,7oG,1.01,5.0,5.6
"FIS SNOWBOARD, FREESTYLE AND FREESKI WORLD CHAMPIONSHIPS 2023",2023-02-25,BAKURIANI (GEO),Women's Moguls,Results Qualification 1,WEESE Hanna,2532819,GER,15,58.53,14.77,32.1,11.66,1,bG,0.92,6.8,6.7,2,bp,0.81,6.6,6.9
"FIS SNOWBOARD, FREESTYLE AND FREESKI WORLD CHAMPIONSHIPS 2023",2023-02-25,BAKURIANI (GEO),Women's Moguls,Results Qualification 1,DESMARAIS-GILBERT,2531811,CAN,16,57.15,14.61,34.3,8.24,1,bG,0.92,4.0,3.8,2,bp,0.81,6.0,5.5
"FIS SNOWBOARD, FREESTYLE AND FREESKI WORLD CHAMPIONSHIPS 2023",2023-02-25,BAKURIANI (GEO),Women's Moguls,Results Qualification 2,DEGROOTE Fantine,2533547,FRA,3,67.31,15.61,38.8,12.9,1,bG,0.92,7.0,6.9,2,bp,0.81,7.8,8.3
"FIS SNOWBOARD, FREESTYLE AND FREESKI WORLD CHAMPIONSHIPS 2023",2023-02-25,BAKURIANI (GEO),Women's Moguls,Results Qualification 2,MERZ Annika,2535327,GER,10,54.93,11.58,33.1,10.25,1,bG,0.92,5.8,5.5,2,bp,0.81,6.4,6.1
FIS FREESTYLE SKI WORLD CUP 2023,2023-01-27,VAL ST. COME (CAN),Men's Moguls,Results Qualification,KOLMAKOV Pavel,2528846,KAZ,8,77.58,15.2,47.5,14.88,1,bF,0.88,7.5,8.2,2,10op,1.05,7.5,7.7
FIS FREESTYLE SKI WORLD CUP 2023,2023-01-27,VAL ST. COME (CAN),Men's Moguls,Results Qualification,WOODS Cooper,2532161,AUS,11,75.42,15.91,44.3,15.21,1,bF,0.88,8.7,8.8,2,7op,0.88,8.6,8.5
FIS FREESTYLE SKI WORLD CUP 2023,2023-01-27,VAL ST. COME (CAN),Men's Moguls,Results Qualification,CHALIFOUX Louis-,2534234,CAN,13,74.52,16.08,43.4,15.04,1,bF,0.88,8.4,8.5,2,7op,0.88,8.6,8.7
FIS FREESTYLE SKI WORLD CUP 2023,2023-01-27,VAL ST. COME (CAN),Men's Moguls,Results Qualification,PASCARELLA Paolo,2534403,SUI,48,55.76,10.59,35.5,9.67,1,bF,0.88,4.2,4.2,2,10op,1.05,5.5,5.9
FIS FREESTYLE SKI WORLD CUP 2023,2022-12-03,RUKA (FIN),Men's Moguls,Results Final 1,KINGSBURY Mikael,2484937,CAN,1,83.36,15.34,51.4,16.62,1,bF,0.88,8.5,8.4,2,10op,1.05,8.8,8.7
FIS FREESTYLE SKI WORLD CUP 2023,2022-12-03,RUKA (FIN),Men's Moguls,Results Final 1,GRAHAM Matt,2441426,AUS,4,80.73,15.38,48.4,16.95,1,bdF,1.05,8.3,8.3,2,10op,1.05,7.9,7.8
FIS FREESTYLE SKI WORLD CUP 2023,2022-12-03,RUKA (FIN),Women's Moguls,Results Final 1,KAWAMURA Anri,2534852,JPN,5,74.85,16.8,43.5,14.55,1,bp,0.81,7.8,8.2,2,7op,0.98,8.2,8.3
FIS FREESTYLE SKI WORLD CUP 2023,2022-12-03,RUKA (FIN),Women's Moguls,Results Final 1,LEMLEY Elizabeth,2537762,USA,7,73.91,17.27,42.8,13.84,1,7op,0.98,7.4,7.8,2,bp,0.81,8.2,7.6
FIS FREESTYLE SKI WORLD CUP 2023,2022-12-03,RUKA (FIN),Women's Moguls,Results Final 1,TOMITAKA Hinako,2532031,JPN,11,70.1,15.24,41.4,13.46,1,7op,0.98,7.1,7.0,2,bp,0.81,8.2,8.0
FIS FREESTYLE SKI WORLD CUP 2023,2022-12-03,RUKA (FIN),Women's Moguls,Results Final 1,DEGROOTE Fantine,2533547,FRA,13,45.86,11.35,20.7,13.81,1,bG,0.92,8.0,8.4,2,bp,0.81,7.6,7.9
FIS FREESTYLE SKI WORLD CUP 2023,2022-12-03,RUKA (FIN),Women's Moguls,Results Qualification,TOMITAKA Hinako,2532031,JPN,13,64.65,13.73,37.8,13.12,1,7op,0.98,6.9,7.0,2,bp,0.81,7.9,7.7
FIS FREESTYLE SKI WORLD CUP 2023,2022-12-10,IDRE FJÄLL (SWE),Men's Moguls,Results Final 1,WALLBERG Walter,2532001,SWE,5,78.45,18.7,45.0,14.75,1,bF,0.88,8.1,7.8,2,10op,1.05,7.3,7.5
FIS FREESTYLE SKI WORLD CUP 2023,2023-02-02,DEER VALLEY (USA),Men's Moguls,Results Qualification,MICKEL Charlie,2537180,USA,15,69.85,12.91,41.9,15.04,1,7op,0.88,7.8,7.7,2,7oG,1.01,8.1,8.2
FIS FREESTYLE SKI WORLD CUP 2023,2023-02-02,DEER VALLEY (USA),Men's Moguls,Results Qualification,PAGE Nick,2533462,USA,29,54.2,16.9,22.9,14.4,1,7oG,1.01,7.2,7.4,2,10op,1.05,6.6,6.8
FIS FREESTYLE SKI WORLD CUP 2023,2022-12-09,IDRE FJÄLL (SWE),Women's Moguls,Results Qualification,LAFFONT Perrine,2531156,FRA,6,71.72,18.03,43.2,10.49,1,bp,0.81,6.9,7.0,2,bG,0.92,5.4,5.2
FIS FREESTYLE SKI WORLD CUP 2023,2022-12-09,IDRE FJÄLL (SWE),Women's Moguls,Results Qualification,HOGG Kasey,2534251,USA,21,58.69,13.86,36.2,8.63,1,7o,0.95,6.1,5.7,2,bG,0.92,3.6,3.0
FIS FREESTYLE SKI WORLD CUP 2023,2022-12-15,ALPE D'HUEZ (FRA),Men's Moguls,Results Qualification,McDONALD Cole,2534511,USA,6,75.86,13.09,46.2,16.57,1,bF,0.88,8.5,8.3,2,10op,1.05,8.8,8.7
FIS FREESTYLE SKI WORLD CUP 2025,2025-01-24,WATERVILLE (USA),Men's Moguls,Results Qualification,WEESE Nicolas,2535693,GER,58,17.22,6.36,0.3,10.56,1,7op,0.88,6.0,5.9,2,lG,0.82,6.3,6.7
FIS FREESTYLE SKI WORLD CUP 2025,2025-02-06,DEER VALLEY (USA),Men's Moguls,Results Final 1,MICKEL Charlie,2537180,USA,3,82.0,14.25,50.3,17.45,1,7oG,1.01,8.5,8.5,2,10op,1.05,8.5,8.4
FIS FREESTYLE SKI WORLD CUP 2025,2025-02-06,DEER VALLEY (USA),Men's Moguls,Results Final 1,LEE Yoonseung,2537625,KOR,11,76.87,16.27,48.2,12.4,1,bF,0.88,7.8,7.9,2,bp,0.71,7.8,7.7
FIS FREESTYLE SKI WORLD CUP 2025,2025-01-31,VAL ST. COME (CAN),Men's Moguls,Results Final 2,KINGSBURY Mikael,2484937,CAN,1,87.42,16.33,53.8,17.29,1,bF,0.88,9.5,9.4,2,10op,1.05,8.7,8.4
FIS FREESTYLE SKI WORLD CUP 2025,2025-01-31,VAL ST. COME (CAN),Men's Moguls,Results Qualification,GRAHAM Matt,2441426,AUS,5,77.3,16.47,47.2,13.63,1,bF,0.88,7.8,7.5,2,7op,0.88,7.7,8.0
FIS FREESTYLE SKI WORLD CUP 2025,2025-01-31,VAL ST. COME (CAN),Men's Moguls,Results Qualification,MURPHY George,2534254,AUS,47,59.39,16.23,32.0,11.16,1,7oG,1.01,8.0,8.0,2,bp,0.71,4.0,4.7
FIS FREESTYLE SKI WORLD CUP 2025,2025-01-31,VAL ST. COME (CAN),Women's Moguls,Results Final 2,SCHWINGHAMMER,2533204,CAN,1,80.07,16.61,48.1,15.36,1,7op,0.98,7.8,7.7,2,bG,0.92,8.5,8.4
"FIS SNOWBOARD, FREESTYLE AND FREESKI WORLD CHAMPIONSHIPS 2023",2023-02-25,BAKURIANI (GEO),Men's Moguls,Results Qualification 1,WALLBERG Walter,2532001,SWE,4,82.42,17.03,51.8,13.59,1,bF,0.88,7.4,7.7,2,7op,0.88,7.9,7.9
"FIS SNOWBOARD, FREESTYLE AND FREESKI WORLD CHAMPIONSHIPS 2023",2023-02-25,BAKURIANI (GEO),Men's Moguls,Results Qualification 1,SALONEN Jimi,2528237,FIN,6,81.22,16.82,50.6,13.8,1,10op,1.05,8.1,7.8,2,7op,0.88,6.4,6.0
"FIS SNOWBOARD, FREESTYLE AND FREESKI WORLD CHAMPIONSHIPS 2023",2023-02-25,BAKURIANI (GEO),Men's Moguls,Results Qualification 2,MARCELLINI Dylan,2534089,USA,11,76.65,15.66,47.6,13.39,1,7op,0.88,7.0,6.8,2,7oG,1.01,7.2,7.3
"FIS SNOWBOARD, FREESTYLE AND FREESKI WORLD CHAMPIONSHIPS 2023",2023-02-25,BAKURIANI (GEO),Women's Moguls,Results Qualification 1,DEGROOTE Fantine,2533547,FRA,10,67.26,16.26,36.7,14.3,1,bG,0.92,8.2,8.2,2,bp,0.81,8.1,8.6
FIS FREESTYLE SKI WORLD CUP 2023,2023-01-27,VAL ST. COME (CAN),Men's Moguls,Results Qualification,SHIMAKAWA Takuya,2530672,JPN,16,74.25,16.92,42.5,14.83,1,7oG,1.01,7.9,7.9,2,7op,0.88,7.7,7.9
FIS FREESTYLE SKI WORLD CUP 2023,2023-01-27,VAL ST. COME (CAN),Men's Moguls,Results Qualification,CORDELL Sam,2532530,CAN,41,65.02,14.65,41.5,8.87,1,7op,0.88,4.6,4.6,2,bG,0.82,5.8,6.0
FIS FREESTYLE SKI WORLD CUP 2023,2022-12-03,RUKA (FIN),Men's Moguls,Results Final 1,PAGE Nick,2533462,USA,3,81.0,14.35,49.4,17.25,1,7oG,1.01,7.9,8.4,2,10op,1.05,8.5,8.7
FIS FREESTYLE SKI WORLD CUP 2023,2022-12-03,RUKA (FIN),Men's Moguls,Results Final 1,DUFRESNE Gabriel,2530240,CAN,11,75.24,14.03,46.7,14.51,1,bF,0.88,8.4,8.5,2,7op,0.88,7.9,8.2
FIS FREESTYLE SKI WORLD CUP 2023,2022-12-03,RUKA (FIN),Women's Moguls,Results Qualification,GIACCIO Olivia,2532241,USA,3,75.1,13.73,46.2,15.17,1,bF,0.98,8.1,7.7,2,7op,0.98,7.6,7.6
FIS FREESTYLE SKI WORLD CUP 2023,2022-12-03,RUKA (FIN),Women's Moguls,Results Qualification,RAMSAUER Katharina,2530097,AUT,27,8.17,0.0,0.3,7.87,1,bG,0.92,3.0,3.2,2,bL,0.81,6.3,6.1
FIS FREESTYLE SKI WORLD CUP 2023,2022-12-10,IDRE FJÄLL (SWE),Men's Moguls,Results Final 1,GRAHAM Matt,2441426,AUS,2,79.32,16.92,46.5,15.9,1,bdF,1.05,8.2,7.7,2,10op,1.05,7.3,7.1
FIS FREESTYLE SKI WORLD CUP 2023,2023-02-02,DEER VALLEY (USA),Men's Moguls,Results Qualification,WALLBERG Walter,2532001,SWE,4,76.39,17.43,44.8,14.16,1,bF,0.88,7.3,7.8,2,7op,0.88,8.5,8.6
FIS FREESTYLE SKI WORLD CUP 2023,2023-02-02,DEER VALLEY (USA),Men's Moguls,Results Qualification,SUGIMOTO Kosuke,2528069,JPN,7,73.83,15.18,44.5,14.15,1,7oG,1.01,6.7,6.9,2,bG,0.82,9.0,8.8
FIS FREESTYLE SKI WORLD CUP 2023,2023-02-02,DEER VALLEY (USA),Men's Moguls,Results Qualification,MURATA Yutaro,2530684,JPN,12,70.38,16.56,40.5,13.32,1,bF,0.88,6.9,7.0,2,7op,0.88,8.3,8.1
FIS FREESTYLE SKI WORLD CUP 2023,2023-02-02,DEER VALLEY (USA),Men's Moguls,Results Qualification,VAILLANCOURT Elliot,2532513,CAN,16,68.51,14.29,40.7,13.52,1,7oG,1.01,6.1,6.5,2,7op,0.88,8.1,8.2
FIS FREESTYLE SKI WORLD CUP 2023,2023-02-02,DEER VALLEY (USA),Men's Moguls,Results Qualification,ROMANOV Sergey,2532862,KAZ,43,13.38,0.0,0.3,13.08,1,bG,0.82,8.5,8.3,2,7op,0.88,7.1,7.0
FIS FREESTYLE SKI WORLD CUP 2023,2022-12-09,IDRE FJÄLL (SWE),Women's Moguls,Results Qualification,SOAR Hannah,2531373,USA,13,67.45,15.54,41.2,10.71,1,7op,0.98,5.9,6.6,2,bG,0.92,5.4,4.6
FIS FREESTYLE SKI WORLD CUP 2023,2022-12-09,IDRE FJÄLL (SWE),Women's Moguls,Results Qualification,GUSTAFSON Moa,2535767,SWE,27,46.52,13.94,28.3,4.28,1,bT,0.78,4.1,4.3,2,bG,0.92,1.2,1.0
FIS FREESTYLE SKI WORLD CUP 2023,2022-12-15,ALPE D'HUEZ (FRA),Men's Moguls,Results Qualification,CONEDERA Martino,2532502,SUI,37,54.15,9.6,32.0,12.55,1,10op,1.05,6.0,6.1,2,7oG,1.01,5.8,6.5
FIS FREESTYLE SKI WORLD CUP 2023,2022-12-15,ALPE D'HUEZ (FRA),Men's Moguls,Results Qualification,BUZZI Enea,2533002,SUI,40,50.13,13.43,28.4,8.3,1,bF,0.88,4.7,5.6,2,7op,0.88,3.7,4.9
FIS FREESTYLE SKI WORLD CUP 2023,2022-12-15,ALPE D'HUEZ (FRA),Men's Moguls,Results Qualification,MICKEL Charlie,2537180,USA,49,17.47,2.5,0.3,14.67,1,7oG,1.01,7.1,7.3,2,10op,1.05,7.0,7.1
FIS FREESTYLE SKI WORLD CUP 2023,2022-12-15,ALPE D'HUEZ (FRA),Men's Moguls,Results Qualification,VERDAGUER FORN,2537082,ESP,50,15.08,3.48,1.7,9.9,1,bp,0.71,6.4,7.4,2,7op,0.88,5.3,6.1
FIS FREESTYLE SKI WORLD CUP 2023,2022-12-15,ALPE D'HUEZ (FRA),Women's Moguls,Results Qualification,LEMLEY Elizabeth,2537762,USA,2,75.31,15.17,43.9,16.24,1,7oG,1.11,8.4,8.1,2,bp,0.81,9.1,8.4
FIS FREESTYLE SKI WORLD CUP 2023,2022-12-15,ALPE D'HUEZ (FRA),Women's Moguls,Results Qualification,LAFFONT Perrine,2531156,FRA,3,75.06,15.61,45.5,13.95,1,bp,0.81,8.2,7.3,2,bG,0.92,8.3,8.4
FIS FREESTYLE SKI WORLD CUP 2023,2022-12-15,ALPE D'HUEZ (FRA),Women's Moguls,Results Qualification,TOMITAKA Hinako,2532031,JPN,9,68.66,13.27,43.2,12.19,1,7op,0.98,5.1,6.4,2,bp,0.81,8.2,8.0
FIS FREESTYLE SKI WORLD CUP 2023,2022-12-15,ALPE D'HUEZ (FRA),Women's Moguls,Results Qualification,CARROLL Avital,2529074,AUT,10,68.64,13.81,42.8,12.03,1,bT,0.78,6.2,5.7,2,bG,0.92,8.2,7.9
FIS FREESTYLE SKI WORLD CUP 2023,2022-12-15,ALPE D'HUEZ (FRA),Women's Moguls,Results Qualification,CABROL Camille,2530274,FRA,15,64.05,13.04,39.0,12.01,1,bL,0.81,6.8,7.1,2,bG,0.92,7.2,6.7
FIS FREESTYLE SKI WORLD CUP 2023,2022-12-15,ALPE D'HUEZ (FRA),Women's Moguls,Results Qualification,KAWAMURA Anri,2534852,JPN,23,29.63,9.67,8.6,11.36,1,bp,0.81,8.4,8.3,2,7o,0.95,4.4,5.3
FIS FREESTYLE SKI WORLD CUP 2024,2024-01-19,VAL ST. COME (CAN),Women's Moguls,Results Final 1,SOAR Hannah,2531373,USA,4,72.23,16.19,46.4,9.64,1,bp,0.81,5.4,5.6,2,bG,0.92,5.5,5.8
FIS FREESTYLE SKI WORLD CUP 2024,2024-01-19,VAL ST. COME (CAN),Women's Moguls,Results Qualification,MACUGA Alli,2534186,USA,6,71.11,17.8,42.3,11.01,1,bp,0.81,5.8,5.7,2,7op,0.98,6.4,6.6
FIS FREESTYLE SKI WORLD CUP 2024,2024-01-19,VAL ST. COME (CAN),Women's Moguls,Results Qualification,YANAGIMOTO Rino,2532040,JPN,9,67.85,16.98,39.8,11.07,1,bp,0.81,5.8,5.6,2,7op,0.98,6.5,6.7
FIS FREESTYLE SKI WORLD CUP 2024,2024-01-19,VAL ST. COME (CAN),Women's Moguls,Results Qualification,NAKAO Haruka,2533488,JPN,28,18.62,6.52,2.4,9.7,1,bG,0.92,4.6,4.5,2,lG,0.92,6.0,6.0
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-02,RUKA (FIN),Men's Moguls,Results Final 1,HOLMGREN Albin,2532811,SWE,10,73.73,17.08,41.5,15.15,1,bF,0.88,7.3,7.3,2,7oG,1.01,8.6,8.7
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-15,ALPE D'HUEZ (FRA),Women's Moguls,Results Qualification,ANTHONY Jakara,2530720,AUS,1,80.84,17.8,47.2,15.84,1,7oG,1.11,8.0,7.8,2,bG,0.92,7.8,7.6
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-15,ALPE D'HUEZ (FRA),Women's Moguls,Results Qualification,LEMLEY Elizabeth,2537762,USA,7,69.07,16.69,37.7,14.68,1,7op,0.98,8.2,8.3,2,bp,0.81,8.2,8.1
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-15,ALPE D'HUEZ (FRA),Women's Moguls,Results Qualification,BROWN Berkley,2531523,CAN,8,68.73,14.83,40.9,13.0,1,bT,0.78,8.2,8.3,2,bG,0.92,7.2,7.1
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-22,BAKURIANI (GEO),Men's Moguls,Results Final 1,HORISHIMA Ikuma,2529645,JPN,2,76.98,14.44,46.6,15.94,1,bF,0.88,8.4,8.4,2,10op,1.05,8.2,8.1
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-22,BAKURIANI (GEO),Women's Moguls,Results Final 1,JOHNSON Tess,2532270,USA,10,68.21,14.79,39.8,13.62,1,bp,0.81,7.0,7.1,2,bG,0.92,8.6,8.6
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-22,BAKURIANI (GEO),Women's Moguls,Results Final 1,WEESE Hanna,2532819,GER,16,62.97,14.27,38.8,9.9,1,bp,0.81,6.0,5.9,2,7op,0.98,5.1,5.3
FIS FREESTYLE SKI WORLD CUP 2024,2024-03-08,ALMATY (KAZ),Men's Moguls,Results Overall,WENDLER Landon,2534140,USA,7,72.28,16.16,43.6,12.52,1,7op,0.88,7.6,7.0,2,7oG,1.01,6.3,5.8
FIS FREESTYLE SKI WORLD CUP 2024,2024-03-08,ALMATY (KAZ),Men's Moguls,Results Overall,WANG Renda,2537252,CHN,33,55.2,12.78,33.1,9.32,1,bF,0.88,5.5,6.3,2,7op,0.88,4.3,5.1
FIS FREESTYLE SKI WORLD CUP 2024,2024-03-08,ALMATY (KAZ),Men's Moguls,Results Final 1,McDONALD Cole,2534511,USA,9,71.01,17.22,41.7,12.09,1,10op,1.05,6.0,5.8,2,7op,0.88,6.9,6.5
FIS FREESTYLE SKI WORLD CUP 2024,2024-03-08,ALMATY (KAZ),Men's Moguls,Results Final 1,VIERELA Severi,2533386,FIN,10,70.22,15.69,40.5,14.03,1,7oG,1.01,7.7,7.1,2,10op,1.05,5.8,6.7
FIS FREESTYLE SKI WORLD CUP 2024,2024-03-08,ALMATY (KAZ),Men's Moguls,Results Qualification,WENDLER Landon,2534140,USA,13,71.39,15.4,43.3,12.69,1,7op,0.88,7.3,7.1,2,7oG,1.01,6.1,6.5
FIS FREESTYLE SKI WORLD CUP 2024,2024-03-08,ALMATY (KAZ),Men's Moguls,Results Qualification,SUIRE Martin,2528624,FRA,19,69.13,15.14,42.5,11.49,1,7oG,1.01,6.7,7.1,2,7op,0.88,5.0,5.3
FIS FREESTYLE SKI WORLD CUP 2024,2024-03-08,ALMATY (KAZ),Women's Moguls,Results Final 1,TOMITAKA Hinako,2532031,JPN,7,71.02,15.14,44.2,11.68,1,bG,0.92,5.7,6.5,2,7op,0.98,5.5,6.9
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-08,IDRE FJÄLL (SWE),Men's Moguls,Results Qualification,BONDAREV Anton,2532859,KAZ,41,50.48,12.05,31.0,7.43,1,bF,0.88,4.2,5.0,2,7op,0.88,3.9,3.8
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-08,IDRE FJÄLL (SWE),Men's Moguls,Results Qualification,WANG Renda,2537252,CHN,42,45.39,11.56,26.3,7.53,1,bG,0.82,6.8,6.4,2,bL,0.71,2.7,3.3
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-08,IDRE FJÄLL (SWE),Men's Moguls,Results Qualification,VERDAGUER Lucas,2535379,ESP,44,35.97,12.75,13.2,10.02,1,7op,0.88,4.7,4.4,2,bG,0.82,7.5,7.2
FIS FREESTYLE SKI WORLD CUP 2024,2024-01-26,WATERVILLE (USA),Men's Moguls,Results Qualification,VERDAGUER FORN,2537082,ESP,47,19.08,5.51,4.4,9.17,1,7op,0.88,5.9,6.9,2,bp,0.71,5.2,4.8
FIS FREESTYLE SKI WORLD CUP 2024,2024-02-01,DEER VALLEY (USA),Women's Moguls,Results Final 1,MACUGA Alli,2534186,USA,3,68.8,16.87,40.8,11.13,1,bp,0.81,6.1,6.4,2,7op,0.98,6.3,6.1
FIS FREESTYLE SKI WORLD CUP 2024,2024-02-01,DEER VALLEY (USA),Women's Moguls,Results Final 1,DESMARAIS-GILBERT,2531811,CAN,8,65.15,14.55,39.7,10.9,1,bG,0.92,6.3,5.7,2,bp,0.81,7.2,6.1
FIS FREESTYLE SKI WORLD CUP 2024,2024-02-01,DEER VALLEY (USA),Women's Moguls,Results Final 1,SCHWINGHAMMER,2533204,CAN,9,65.12,16.4,36.4,12.32,1,bT,0.78,7.4,7.0,2,bG,0.92,7.7,6.9
FIS FREESTYLE SKI WORLD CUP 2024,2024-02-01,DEER VALLEY (USA),Women's Moguls,Results Final 1,JOHNSON Tess,2532270,USA,10,64.95,15.78,37.4,11.77,1,7op,0.98,5.1,5.9,2,bG,0.92,7.0,6.9
FIS FREESTYLE SKI WORLD CUP 2024,2023-12-14,ALPE D'HUEZ (FRA),Men's Moguls,Results Qualification,JUNG Daeyoon,2534856,KOR,17,69.68,17.31,41.1,11.27,1,7oG,1.01,6.2,6.2,2,7op,0.88,5.6,5.8
FIS FREESTYLE SKI WORLD CUP 2023,2022-12-15,ALPE D'HUEZ (FRA),Men's Moguls,Results Qualification,HOLMGREN Albin,2532811,SWE,26,66.26,11.81,42.8,11.65,1,bp,0.71,8.1,7.0,2,7op,0.88,6.9,7.4
