event,event_date,venue,discipline,round,athlete,fis_code,country,rank,run_score,time_points,turns_total,air_total,jump_1_jump_number,jump_1_type,jump_1_degree_diff,jump_1_judge_6_score,jump_1_judge_7_score,jump_2_jump_number,jump_2_type,jump_2_degree_diff,jump_2_judge_6_score,jump_2_judge_7_score
FIS FREESTYLE SKI WORLD CUP 2025,2025-02-28,ALMATY (KAZ),Men's Moguls,Results Qualification,GRAVENFORS Filip,2534858,SWE,4,77.59,17.58,47.2,12.81,1,bF,0.88,8.2,8.1,2,7oG,1.01,5.4,5.8
FIS FREESTYLE SKI WORLD CUP 2025,2025-02-28,ALMATY (KAZ),Men's Moguls,Results Qualification,KAWAOKA Shima,2533771,JPN,28,68.71,14.85,43.4,10.46,1,bF,0.88,5.7,5.8,2,7op,0.88,6.2,6.1
FIS FREESTYLE SKI WORLD CUP 2025,2025-02-28,ALMATY (KAZ),Men's Moguls,Results Qualification,RASTRUBA Denis,2537488,KAZ,39,40.99,10.08,19.0,11.91,1,bF,0.88,6.9,6.8,2,7op,0.88,6.8,6.6
FIS FREESTYLE SKI WORLD CUP 2025,2025-02-28,ALMATY (KAZ),Women's Moguls,Results Final 1,JOHNSON Tess,2532270,USA,1,77.68,15.36,46.5,15.82,1,7oG,1.11,7.1,7.0,2,bG,0.92,8.8,8.6
FIS FREESTYLE SKI WORLD CUP 2025,2025-02-28,ALMATY (KAZ),Women's Moguls,Results Final 1,YANAGIMOTO Rino,2532040,JPN,3,74.4,15.08,45.1,14.22,1,7oG,1.11,7.6,7.8,2,7op,0.98,5.8,5.8
FIS FREESTYLE SKI WORLD CUP 2025,2025-02-28,ALMATY (KAZ),Women's Moguls,Results Final 1,NAKAO Haruka,2533488,JPN,9,69.27,13.52,42.9,12.85,1,lG,0.92,7.0,7.2,2,7op,0.98,6.5,6.4
FIS FREESTYLE SKI WORLD CUP 2025,2025-02-28,ALMATY (KAZ),Women's Moguls,Results Qualification,HOGG Kasey,2534251,USA,8,67.08,14.45,40.9,11.73,1,bp,0.81,7.9,7.7,2,bG,0.92,6.0,5.8
FIS FREESTYLE SKI WORLD CUP 2025,2025-02-28,ALMATY (KAZ),Women's Moguls,Results Qualification,MERZ Annika,2535327,GER,21,57.26,12.93,34.1,10.23,1,bp,0.81,6.5,6.4,2,bG,0.92,5.4,5.5
"FIS Snowboard, Freestyle and Freeski World Championships 2025",2025-03-19,ST. MORITZ / ENGADIN (SUI),Women's Moguls,Results Final 1,KAUF Jaelin,2529064,USA,2,75.7,18.21,43.6,13.89,1,7op,0.98,6.3,6.2,2,bG,0.92,8.4,8.5
"FIS Snowboard, Freestyle and Freeski World Championships 2025",2025-03-19,ST. MORITZ / ENGADIN (SUI),Women's Moguls,Results Final 2,LAFFONT Perrine,2531156,FRA,1,77.92,17.34,47.0,13.58,1,bp,0.81,7.5,7.3,2,7op,0.98,7.6,7.9
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-06,IDRE FJÄLL (SWE),Women's Moguls,Results Final 1,SCHWINGHAMMER,2533204,CAN,6,73.71,16.25,46.3,11.16,1,7op,0.98,7.2,7.9,2,bG,0.92,4.2,4.0
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-06,IDRE FJÄLL (SWE),Women's Moguls,Results Final 2,JOHNSON Tess,2532270,USA,6,59.27,17.21,34.0,8.06,1,7oG,1.11,5.9,4.5,2,bG,0.92,1.5,3.5
FIS FREESTYLE SKI WORLD CUP 2025,2025-01-24,WATERVILLE (USA),Men's Moguls,Results Final 1,WOODS Cooper,2532161,AUS,13,72.99,14.49,46.1,12.4,1,bF,0.88,6.9,8.0,2,7op,0.88,6.2,7.1
FIS FREESTYLE SKI WORLD CUP 2025,2025-01-24,WATERVILLE (USA),Men's Moguls,Results Qualification,GRAVENFORS Filip,2534858,SWE,7,74.94,16.6,46.3,12.04,1,bF,0.88,7.7,7.2,2,7op,0.88,6.7,5.8
FIS FREESTYLE SKI WORLD CUP 2025,2025-01-24,WATERVILLE (USA),Men's Moguls,Results Qualification,STEGFELDT Rasmus,2531923,SWE,8,74.23,17.02,46.7,10.51,1,bF,0.88,6.3,6.9,2,lG,0.82,6.1,5.4
FIS FREESTYLE SKI WORLD CUP 2025,2025-01-24,WATERVILLE (USA),Men's Moguls,Results Qualification,CROZET James,2533249,FRA,27,67.23,15.23,40.5,11.5,1,7op,0.88,6.0,5.7,2,7oG,1.01,6.5,6.1
FIS FREESTYLE SKI WORLD CUP 2025,2025-01-24,WATERVILLE (USA),Men's Moguls,Results Qualification,LEE Yoonseung,2537625,KOR,35,63.89,13.61,40.2,10.08,1,bF,0.88,6.3,5.9,2,bp,0.71,7.0,6.3
FIS FREESTYLE SKI WORLD CUP 2025,2025-01-24,WATERVILLE (USA),Men's Moguls,Results Qualification,BUZZI Enea,2533002,SUI,44,57.84,12.73,35.3,9.81,1,bF,0.88,5.0,4.9,2,10op,1.05,5.7,4.7
FIS FREESTYLE SKI WORLD CUP 2024,2024-02-01,DEER VALLEY (USA),Men's Moguls,Results Qualification,HOLMGREN Emil,2534210,SWE,21,66.09,14.78,39.9,11.41,1,7op,0.88,6.8,7.9,2,7oG,1.01,4.8,5.0
FIS FREESTYLE SKI WORLD CUP 2024,2024-02-01,DEER VALLEY (USA),Men's Moguls,Results Qualification,JEANNESSON Mateo,2535572,GBR,25,64.6,14.49,37.8,12.31,1,bF,0.88,7.0,7.3,2,7op,0.88,7.5,6.2
FIS FREESTYLE SKI WORLD CUP 2024,2024-02-01,DEER VALLEY (USA),Men's Moguls,Results Qualification,FUJIKI Goshin,2529670,JPN,26,64.58,15.87,37.9,10.81,1,bF,0.88,4.9,5.2,2,7op,0.88,7.6,6.9
FIS FREESTYLE SKI WORLD CUP 2024,2024-02-01,DEER VALLEY (USA),Men's Moguls,Results Qualification,LOGAN Oliver,2534330,AUS,35,60.56,14.04,37.2,9.32,1,bF,0.88,5.0,4.4,2,7op,0.88,6.6,5.2
FIS FREESTYLE SKI WORLD CUP 2024,2024-02-01,DEER VALLEY (USA),Men's Moguls,Results Qualification,BUGAKOV Fyodor,2535809,KAZ,41,50.08,10.48,28.7,10.9,1,bF,0.88,6.0,5.6,2,7op,0.88,6.3,6.9
FIS FREESTYLE SKI WORLD CUP 2024,2024-02-01,DEER VALLEY (USA),Women's Moguls,Results Final 2,SOAR Hannah,2531373,USA,4,67.1,16.01,41.0,10.09,1,bp,0.81,5.8,6.2,2,bG,0.92,5.5,5.9
FIS FREESTYLE SKI WORLD CUP 2024,2024-01-19,VAL ST. COME (CAN),Men's Moguls,Results Final 2,GRAVENFORS Filip,2534858,SWE,3,77.7,18.06,47.1,12.54,1,10op,1.05,8.4,8.2,2,7oG,1.01,3.8,3.8
FIS FREESTYLE SKI WORLD CUP 2025,2025-02-21,BEIDAHU (CHN),Women's Moguls,Results Qualification,LI Ruilin,2537198,CHN,21,57.05,13.38,34.7,8.97,1,bp,0.81,5.5,5.2,2,bG,0.92,5.0,5.1
FIS FREESTYLE SKI WORLD CUP 2025,2025-02-21,BEIDAHU (CHN),Women's Moguls,Results Qualification,GUSTAFSON Moa,2535767,SWE,27,35.85,13.98,11.1,10.77,1,bG,0.92,5.6,5.5,2,bp,0.81,7.2,6.8
FIS FREESTYLE SKI WORLD CUP 2025,2025-02-21,BEIDAHU (CHN),Women's Moguls,Results Qualification,STENKULA Nicolina,2537789,SWE,28,22.52,5.08,14.0,3.44,1,bG,0.92,3.7,3.8,2,NJ,0.0,0.0,0.0
FIS FREESTYLE SKI WORLD CUP 2025,2024-11-30,RUKA (FIN),Women's Moguls,Results Qualification,GIACCIO Olivia,2532241,USA,4,73.34,12.04,45.0,16.3,1,7oG,1.11,8.0,7.7,2,7op,0.98,7.7,7.8
FIS FREESTYLE SKI WORLD CUP 2025,2024-11-30,RUKA (FIN),Women's Moguls,Results Qualification,GORODKO,2535385,KAZ,12,60.27,15.16,31.2,13.91,1,bG,0.92,8.1,8.2,2,7op,0.98,6.2,6.9
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-20,BAKURIANI (GEO),Women's Moguls,Results Final 1,GALYSHEVA Yuliya,2484307,KAZ,5,73.6,16.95,41.3,15.35,1,bG,0.92,8.0,7.3,2,fG,0.92,9.2,8.9
FIS FREESTYLE SKI WORLD CUP 2025,2025-03-11,LIVIGNO (ITA),Men's Moguls,Results Qualification,CORDELL Sam,2532530,CAN,17,70.71,14.25,41.8,14.66,1,7oG,1.01,8.3,8.0,2,bG,0.82,7.8,7.9
FIS FREESTYLE SKI WORLD CUP 2025,2025-03-11,LIVIGNO (ITA),Men's Moguls,Results Qualification,AHVENAINEN Akseli,2533687,FIN,21,68.96,15.4,41.7,11.86,1,bF,0.88,6.2,6.1,2,7oG,1.01,6.4,6.4
FIS FREESTYLE SKI WORLD CUP 2025,2025-03-11,LIVIGNO (ITA),Women's Moguls,Results Qualification,LAFFONT Perrine,2531156,FRA,1,75.86,16.19,46.2,13.47,1,bp,0.81,8.4,7.7,2,7op,0.98,7.3,6.9
FIS FREESTYLE SKI WORLD CUP 2025,2025-03-11,LIVIGNO (ITA),Women's Moguls,Results Qualification,GALYSHEVA Yuliya,2484307,KAZ,5,69.42,13.77,42.8,12.85,1,bp,0.81,8.1,7.3,2,fG,0.92,7.3,7.1
FIS FREESTYLE SKI WORLD CUP 2025,2025-03-11,LIVIGNO (ITA),Women's Moguls,Results Qualification,GERKEN SCHOFIELD,2530540,GBR,22,59.29,14.46,37.4,7.43,1,bG,0.92,4.2,5.1,2,bp,0.81,3.8,4.0
FIS FREESTYLE SKI WORLD CUP 2025,2025-02-28,ALMATY (KAZ),Women's Moguls,Results Final 1,GORODKO,2535385,KAZ,6,71.67,15.87,43.4,12.4,1,7op,0.98,6.6,7.0,2,bG,0.92,6.3,6.2
FIS FREESTYLE SKI WORLD CUP 2025,2025-02-28,ALMATY (KAZ),Women's Moguls,Results Final 1,GALYSHEVA Yuliya,2484307,KAZ,7,70.91,15.38,42.2,13.33,1,bG,0.92,6.8,7.7,2,fG,0.92,7.5,7.0
FIS FREESTYLE SKI WORLD CUP 2025,2025-02-28,ALMATY (KAZ),Women's Moguls,Results Qualification,TAGUCHI Yuma,2537043,JPN,12,65.18,11.61,40.7,12.87,1,bG,0.92,6.6,6.8,2,7op,0.98,6.7,7.0
FIS FREESTYLE SKI WORLD CUP 2025,2025-02-28,ALMATY (KAZ),Women's Moguls,Results Qualification,KUZNETSOVA,2539213,KAZ,30,34.09,5.65,23.7,4.74,1,S,0.48,4.0,3.8,2,bp,0.81,3.6,3.5
"FIS Snowboard, Freestyle and Freeski World Championships 2025",2025-03-18,ST. MORITZ / ENGADIN (SUI),Men's Moguls,Results Qualification,HORISHIMA Ikuma,2529645,JPN,4,78.75,18.31,45.6,14.84,1,bF,0.88,8.5,8.3,2,10op,1.05,7.2,7.0
"FIS Snowboard, Freestyle and Freeski World Championships 2025",2025-03-18,ST. MORITZ / ENGADIN (SUI),Men's Moguls,Results Qualification,MOUILLE Thibaud,2532044,FRA,21,69.85,15.77,40.3,13.78,1,10op,1.05,5.2,4.9,2,7oG,1.01,8.3,8.5
"FIS Snowboard, Freestyle and Freeski World Championships 2025",2025-03-18,ST. MORITZ / ENGADIN (SUI),Men's Moguls,Results Qualification,BERG Gordon,2534863,SWE,27,63.63,17.25,35.3,11.08,1,7oG,1.01,6.4,6.4,2,bG,0.82,5.9,5.4
"FIS Snowboard, Freestyle and Freeski World Championships 2025",2025-03-18,ST. MORITZ / ENGADIN (SUI),Men's Moguls,Results Qualification,VERDAGUER FORN,2535379,ESP,36,47.28,14.78,23.7,8.8,1,bG,0.82,7.2,6.9,2,7op,0.88,3.8,3.1
"FIS Snowboard, Freestyle and Freeski World Championships 2025",2025-03-19,ST. MORITZ / ENGADIN (SUI),Men's Moguls,Results Final 1,NISHIZAWA Taketo,2531352,JPN,15,73.44,15.98,48.3,9.16,1,bF,0.88,7.1,6.5,2,7oG,1.01,3.2,3.1
"FIS Snowboard, Freestyle and Freeski World Championships 2025",2025-03-19,ST. MORITZ / ENGADIN (SUI),Women's Moguls,Results Final 2,SCHWINGHAMMER,2533204,CAN,3,74.92,16.8,43.9,14.22,1,7op,0.98,6.5,6.3,2,bG,0.92,8.7,8.6
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-06,IDRE FJÄLL (SWE),Men's Moguls,Results Final 1,VIEL Julien,2534074,CAN,8,78.97,17.29,45.2,16.48,1,bF,0.88,9.2,9.3,2,10op,1.05,8.0,7.9
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-06,IDRE FJÄLL (SWE),Men's Moguls,Results Final 2,CAVET Benjamin,2530514,FRA,4,85.62,16.77,51.2,17.65,1,bF,0.88,9.2,9.1,2,10op,1.05,9.4,8.9
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-06,IDRE FJÄLL (SWE),Men's Moguls,Results Final 2,PAGE Nick,2533462,USA,5,84.76,17.69,49.8,17.27,1,10op,1.05,7.8,7.9,2,7oG,1.01,8.5,9.4
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-06,IDRE FJÄLL (SWE),Women's Moguls,Results Final 1,JOHNSON Tess,2532270,USA,5,75.72,16.49,46.5,12.73,1,7oG,1.11,4.8,4.4,2,bG,0.92,8.3,8.3
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-06,IDRE FJÄLL (SWE),Women's Moguls,Results Final 2,SCHWINGHAMMER,2533204,CAN,3,80.71,16.53,47.7,16.48,1,7op,0.98,7.8,8.3,2,bG,0.92,9.3,9.4
FIS FREESTYLE SKI WORLD CUP 2025,2025-01-24,WATERVILLE (USA),Men's Moguls,Results Final 1,CAVET Benjamin,2530514,FRA,5,78.58,16.43,48.1,14.05,1,bF,0.88,7.2,8.4,2,10op,1.05,6.5,7.2
FIS FREESTYLE SKI WORLD CUP 2025,2025-01-24,WATERVILLE (USA),Men's Moguls,Results Qualification,KINGSBURY Mikael,2484937,CAN,2,80.01,16.75,49.5,13.76,1,bF,0.88,7.8,7.7,2,7op,0.88,8.0,7.8
FIS FREESTYLE SKI WORLD CUP 2025,2025-01-24,WATERVILLE (USA),Men's Moguls,Results Qualification,BUGAKOV Fyodor,2535809,KAZ,43,58.79,13.32,37.6,7.87,1,bF,0.88,5.2,5.0,2,7op,0.88,4.0,3.7
FIS FREESTYLE SKI WORLD CUP 2024,2024-02-01,DEER VALLEY (USA),Men's Moguls,Results Qualification,GRAVENFORS Filip,2534858,SWE,1,79.11,16.29,47.8,15.02,1,10op,1.05,7.8,7.5,2,7op,0.88,8.1,7.8
FIS FREESTYLE SKI WORLD CUP 2024,2024-02-01,DEER VALLEY (USA),Men's Moguls,Results Qualification,MICKEL Charlie,2537180,USA,13,70.28,13.69,42.4,14.19,1,7oG,1.01,8.0,7.4,2,7op,0.88,7.2,7.4
FIS FREESTYLE SKI WORLD CUP 2024,2024-02-01,DEER VALLEY (USA),Men's Moguls,Results Qualification,LUCAS Nash,2534751,USA,34,61.59,14.06,35.6,11.93,1,bF,0.88,6.9,6.0,2,7oG,1.01,5.8,6.6
FIS FREESTYLE SKI WORLD CUP 2024,2024-02-01,DEER VALLEY (USA),Men's Moguls,Results Qualification,KARJALAINEN,2534001,FIN,38,54.28,15.8,31.4,7.08,1,bF,0.88,4.4,3.9,2,bp,0.71,4.8,4.9
FIS FREESTYLE SKI WORLD CUP 2024,2024-02-01,DEER VALLEY (USA),Men's Moguls,Results Qualification,LEE Yoonseung,2537625,KOR,40,50.64,11.82,30.5,8.32,1,bF,0.88,4.0,5.0,2,bp,0.71,6.1,6.2
FIS FREESTYLE SKI WORLD CUP 2024,2024-02-01,DEER VALLEY (USA),Men's Moguls,Results Qualification,NISHIZAWA Taketo,2531352,JPN,43,48.72,16.38,25.2,7.14,1,bF,0.88,8.2,6.9,2,7oG,1.01,0.5,0.5
FIS FREESTYLE SKI WORLD CUP 2025,2025-02-21,BEIDAHU (CHN),Men's Moguls,Results Final 2,VIEL Julien,2534074,CAN,5,83.4,16.61,52.1,14.69,1,10op,1.05,7.6,7.5,2,7op,0.88,7.7,7.7
FIS FREESTYLE SKI WORLD CUP 2025,2025-02-21,BEIDAHU (CHN),Men's Moguls,Results Qualification,HARVEY Jackson,2534735,AUS,34,67.58,14.42,42.0,11.16,1,bF,0.88,7.8,7.5,2,bp,0.71,6.0,6.5
FIS FREESTYLE SKI WORLD CUP 2025,2025-02-21,BEIDAHU (CHN),Men's Moguls,Results Qualification,LOGAN Oliver,2534330,AUS,36,66.8,15.16,40.7,10.94,1,bF,0.88,7.2,6.8,2,7op,0.88,5.8,5.1
FIS FREESTYLE SKI WORLD CUP 2025,2025-02-21,BEIDAHU (CHN),Women's Moguls,Results Qualification,DUAUX Marie,2537443,FRA,15,66.98,14.23,42.3,10.45,1,bF,0.98,7.0,7.3,2,bG,0.92,3.7,3.8
FIS FREESTYLE SKI WORLD CUP 2025,2025-02-21,BEIDAHU (CHN),Women's Moguls,Results Qualification,HAO Liyun,2537261,CHN,29,17.83,0.0,13.3,4.53,1,NJ,0.0,0.0,0.0,2,bp,0.81,5.8,5.4
FIS FREESTYLE SKI WORLD CUP 2025,2024-11-30,RUKA (FIN),Men's Moguls,Results Final 2,CAVET Benjamin,2530514,FRA,4,78.68,14.36,48.4,15.92,1,bF,0.88,8.4,8.6,2,10op,1.05,8.0,8.1
FIS FREESTYLE SKI WORLD CUP 2025,2024-11-30,RUKA (FIN),Women's Moguls,Results Qualification,JOHNSON Tess,2532270,USA,7,69.03,14.84,43.0,11.19,1,7oG,1.11,3.6,3.5,2,bG,0.92,7.9,7.9
FIS FREESTYLE SKI WORLD CUP 2025,2024-11-30,RUKA (FIN),Women's Moguls,Results Qualification,YANAGIMOTO Rino,2532040,JPN,8,67.52,12.2,42.4,12.92,1,bp,0.81,7.6,6.8,2,7op,0.98,8.1,6.4
FIS FREESTYLE SKI WORLD CUP 2025,2024-11-30,RUKA (FIN),Women's Moguls,Results Qualification,CAO Tianqing,2537262,CHN,27,46.74,10.28,29.2,7.26,1,S,0.48,4.3,4.9,2,bp,0.81,6.1,6.4
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-20,BAKURIANI (GEO),Women's Moguls,Results Final 1,JOHNSON Tess,2532270,USA,4,74.61,17.6,41.0,16.01,1,7oG,1.11,7.0,7.1,2,bG,0.92,8.8,9.0
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-20,BAKURIANI (GEO),Women's Moguls,Results Final 2,KAUF Jaelin,2529064,USA,3,76.13,19.58,42.8,13.75,1,7op,0.98,7.2,7.1,2,bG,0.92,7.3,7.4
FIS FREESTYLE SKI WORLD CUP 2025,2025-03-11,LIVIGNO (ITA),Women's Moguls,Results Qualification,SCHWINGHAMMER,2533204,CAN,3,72.55,13.7,46.1,12.75,1,7op,0.98,7.0,6.3,2,bp,0.81,8.1,7.3
FIS FREESTYLE SKI WORLD CUP 2025,2025-03-11,LIVIGNO (ITA),Women's Moguls,Results Qualification,KARIOTIS Kylie,2534866,USA,18,61.87,12.38,40.5,8.99,1,bG,0.92,5.2,5.2,2,bp,0.81,5.3,5.1
FIS FREESTYLE SKI WORLD CUP 2025,2025-03-11,LIVIGNO (ITA),Women's Moguls,Results Qualification,RAMSAUER Katharina,2530097,AUT,21,60.5,13.45,38.2,8.85,1,bT,0.78,5.1,6.3,2,bG,0.92,4.6,5.0
FIS FREESTYLE SKI WORLD CUP 2025,2025-03-11,LIVIGNO (ITA),Women's Moguls,Results Qualification,YUN Shin-Ee,2537929,KOR,27,48.42,9.94,31.1,7.38,1,bG,0.92,3.2,3.7,2,bp,0.81,5.2,5.2
FIS FREESTYLE SKI WORLD CUP 2025,2025-02-28,ALMATY (KAZ),Men's Moguls,Results Qualification,KINGSBURY Mikael,2484937,CAN,1,81.17,16.09,49.6,15.48,1,bF,0.88,9.0,9.1,2,7op,0.88,8.5,8.6
FIS FREESTYLE SKI WORLD CUP 2025,2025-02-28,ALMATY (KAZ),Men's Moguls,Results Qualification,MICKEL Charlie,2537180,USA,6,75.66,14.88,46.4,14.38,1,7op,0.88,7.7,7.8,2,7oG,1.01,7.5,7.5
FIS FREESTYLE SKI WORLD CUP 2025,2025-02-28,ALMATY (KAZ),Men's Moguls,Results Qualification,PAGE Nick,2533462,USA,9,74.38,15.68,44.3,14.4,1,10op,1.05,6.8,6.5,2,7oG,1.01,7.4,7.3
FIS FREESTYLE SKI WORLD CUP 2025,2025-02-28,ALMATY (KAZ),Women's Moguls,Results Final 1,TOMITAKA Hinako,2532031,JPN,5,71.81,14.7,44.4,12.71,1,7op,0.98,6.5,6.4,2,bG,0.92,7.1,6.8
FIS FREESTYLE SKI WORLD CUP 2025,2025-02-28,ALMATY (KAZ),Women's Moguls,Results Qualification,YANAGIMOTO Rino,2532040,JPN,4,68.84,13.76,44.6,10.48,1,bG,0.92,6.0,5.8,2,bp,0.81,6.2,6.3
"FIS Snowboard, Freestyle and Freeski World Championships 2025",2025-03-18,ST. MORITZ / ENGADIN (SUI),Men's Moguls,Results Qualification,OLGAARD Robin,2534212,SWE,11,73.58,15.64,43.2,14.74,1,bG,0.82,7.4,8.0,2,7oG,1.01,8.2,8.5
"FIS Snowboard, Freestyle and Freeski World Championships 2025",2025-03-18,ST. MORITZ / ENGADIN (SUI),Men's Moguls,Results Qualification,VIERELA Severi,2533386,FIN,12,72.8,15.2,44.4,13.2,1,10op,1.05,6.8,7.0,2,7oG,1.01,5.8,6.0
"FIS Snowboard, Freestyle and Freeski World Championships 2025",2025-03-18,ST. MORITZ / ENGADIN (SUI),Men's Moguls,Results Qualification,MICHEL Asher,2537833,USA,14,72.2,15.35,43.0,13.85,1,bG,0.82,6.7,6.9,2,7oG,1.01,8.4,8.0
"FIS Snowboard, Freestyle and Freeski World Championships 2025",2025-03-18,ST. MORITZ / ENGADIN (SUI),Men's Moguls,Results Qualification,GAJDECKA Marek,2535392,CZE,40,31.47,11.84,13.8,5.83,1,bF,0.88,5.5,5.0,2,7oG,1.01,1.2,1.2
"FIS Snowboard, Freestyle and Freeski World Championships 2025",2025-03-19,ST. MORITZ / ENGADIN (SUI),Men's Moguls,Results Final 2,JUNG Daeyoon,2534856,KOR,3,81.76,17.14,47.3,17.32,1,10oG,1.2,8.6,8.5,2,7oG,1.01,7.3,7.2
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-06,IDRE FJÄLL (SWE),Women's Moguls,Results Final 1,DESMARAIS-GILBERT,2531811,CAN,11,68.1,15.86,40.3,11.94,1,bG,0.92,5.5,5.6,2,bp,0.81,8.4,8.5
FIS FREESTYLE SKI WORLD CUP 2025,2025-01-24,WATERVILLE (USA),Men's Moguls,Results Final 2,STEGFELDT Rasmus,2531923,SWE,5,18.0,10.38,0.3,7.32,1,7oG,1.01,7.3,7.2,2,NJ,0.0,0.0,0.0
FIS FREESTYLE SKI WORLD CUP 2025,2025-01-24,WATERVILLE (USA),Men's Moguls,Results Qualification,CAYOLLE Tristan,2533776,FRA,11,72.59,15.98,43.6,13.01,1,7oG,1.01,6.7,7.4,2,lG,0.82,7.4,7.0
FIS FREESTYLE SKI WORLD CUP 2025,2025-01-24,WATERVILLE (USA),Men's Moguls,Results Qualification,PETRONE Jack,2535642,USA,33,64.0,16.01,39.2,8.79,1,bF,0.88,3.2,4.4,2,7op,0.88,6.0,6.4
FIS FREESTYLE SKI WORLD CUP 2024,2024-01-26,WATERVILLE (USA),Women's Moguls,Results Qualification,MALHERBE Malica,2535457,RSA,27,13.25,7.7,0.3,5.25,1,bG,0.92,1.5,2.9,2,bp,0.81,5.3,2.7
FIS FREESTYLE SKI WORLD CUP 2024,2024-02-01,DEER VALLEY (USA),Men's Moguls,Results Final 2,HORISHIMA Ikuma,2529645,JPN,2,79.15,17.34,47.8,14.01,1,bdF,1.05,6.6,5.4,2,10op,1.05,7.7,7.0
FIS FREESTYLE SKI WORLD CUP 2024,2024-02-01,DEER VALLEY (USA),Men's Moguls,Results Final 2,HOLMGREN Albin,2532811,SWE,6,18.96,7.5,0.3,11.16,1,bF,0.88,4.0,5.9,2,7oG,1.01,6.7,6.8
FIS FREESTYLE SKI WORLD CUP 2024,2024-02-01,DEER VALLEY (USA),Men's Moguls,Results Qualification,GRAHAM Matt,2441426,AUS,5,76.97,16.63,46.8,13.54,1,bF,0.88,8.3,8.0,2,7op,0.88,7.7,6.8
FIS FREESTYLE SKI WORLD CUP 2024,2024-02-01,DEER VALLEY (USA),Men's Moguls,Results Qualification,STEGFELDT Rasmus,2531923,SWE,12,70.65,19.08,40.7,10.87,1,7op,0.88,7.0,6.9,2,bG,0.82,6.1,5.5
FIS FREESTYLE SKI WORLD CUP 2024,2024-02-01,DEER VALLEY (USA),Men's Moguls,Results Qualification,VERDAGUER Lucas,2535379,ESP,44,47.29,14.11,24.7,8.48,1,bG,0.82,7.2,7.7,2,7op,0.88,2.0,3.4
FIS FREESTYLE SKI WORLD CUP 2025,2025-02-21,BEIDAHU (CHN),Men's Moguls,Results Qualification,MICKEL Charlie,2537180,USA,10,75.74,15.62,47.0,13.12,1,7op,0.88,6.5,6.8,2,7oG,1.01,7.3,7.1
FIS FREESTYLE SKI WORLD CUP 2025,2025-02-21,BEIDAHU (CHN),Men's Moguls,Results Qualification,CHALIFOUX Louis-,2534234,CAN,22,72.46,14.21,45.5,12.75,1,bF,0.88,7.5,7.1,2,7op,0.88,7.0,7.4
FIS FREESTYLE SKI WORLD CUP 2025,2025-02-21,BEIDAHU (CHN),Men's Moguls,Results Qualification,LONG Hao,2540052,CHN,35,67.36,14.06,43.2,10.1,1,7op,0.88,6.0,6.4,2,bp,0.71,6.6,6.5
FIS FREESTYLE SKI WORLD CUP 2025,2025-02-21,BEIDAHU (CHN),Women's Moguls,Results Final 2,GORODKO,2535385,KAZ,6,34.99,11.75,14.7,8.54,1,7op,0.98,7.3,7.0,2,bp,0.81,2.0,1.8
FIS FREESTYLE SKI WORLD CUP 2025,2025-02-21,BEIDAHU (CHN),Women's Moguls,Results Qualification,KARIOTIS Kylie,2534866,USA,11,68.99,13.71,43.8,11.48,1,bp,0.81,6.3,6.4,2,bG,0.92,7.0,6.8
FIS FREESTYLE SKI WORLD CUP 2025,2024-11-30,RUKA (FIN),Women's Moguls,Results Qualification,CARROLL Avital,2529074,AUT,6,70.6,13.48,43.6,13.52,1,7oG,1.11,5.4,5.8,2,bG,0.92,7.9,8.0
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-20,BAKURIANI (GEO),Men's Moguls,Results Final 1,MOUILLE Thibaud,2532044,FRA,3,80.23,16.62,47.1,16.51,1,10op,1.05,8.3,8.4,2,bG,0.82,9.3,9.6
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-20,BAKURIANI (GEO),Men's Moguls,Results Final 1,PAGE Nick,2533462,USA,9,75.28,18.59,41.0,15.69,1,10op,1.05,8.6,8.4,2,7op,0.88,7.7,7.7
FIS FREESTYLE SKI WORLD CUP 2025,2025-03-11,LIVIGNO (ITA),Men's Moguls,Results Final 2,HORISHIMA Ikuma,2529645,JPN,1,85.37,17.64,50.3,17.43,1,bdF,1.05,7.6,7.5,2,14op,1.22,7.8,7.8
FIS FREESTYLE SKI WORLD CUP 2025,2025-03-11,LIVIGNO (ITA),Men's Moguls,Results Qualification,JUNG Daeyoon,2534856,KOR,18,70.53,15.35,41.9,13.28,1,10op,1.05,6.3,6.7,2,7op,0.88,7.4,7.3
FIS FREESTYLE SKI WORLD CUP 2025,2025-03-11,LIVIGNO (ITA),Women's Moguls,Results Final 2,LAFFONT Perrine,2531156,FRA,2,77.07,17.15,46.3,13.62,1,7oG,1.11,6.3,5.9,2,7op,0.98,7.3,6.7
