event,event_date,venue,discipline,athlete,fis_code,podium_rank,metric,Qualification,Final 1,Deciding Final
FIS FREESTYLE SKI WORLD CUP 2025,2024-11-30,RUKA (FIN),Women's Moguls,ANTHONY Jakara,2530720,2,jump_1_judge_7_score,8.0,8.4,8.1
FIS FREESTYLE SKI WORLD CUP 2025,2024-11-30,RUKA (FIN),Women's Moguls,ANTHONY Jakara,2530720,2,jump_2_judge_6_score,8.4,6.9,8.5
FIS FREESTYLE SKI WORLD CUP 2025,2024-11-30,RUKA (FIN),Women's Moguls,ANTHONY Jakara,2530720,2,jump_2_judge_7_score,8.6,7.0,8.9
FIS FREESTYLE SKI WORLD CUP 2025,2024-11-30,RUKA (FIN),Women's Moguls,GIACCIO Olivia,2532241,3,run_score,73.34,75.01,76.95
FIS FREESTYLE SKI WORLD CUP 2025,2024-11-30,RUKA (FIN),Women's Moguls,GIACCIO Olivia,2532241,3,air_total,16.3,16.18,16.02
FIS FREESTYLE SKI WORLD CUP 2025,2024-11-30,RUKA (FIN),Women's Moguls,GIACCIO Olivia,2532241,3,turns_total,45.0,44.1,46.8
FIS FREESTYLE SKI WORLD CUP 2025,2024-11-30,RUKA (FIN),Women's Moguls,GIACCIO Olivia,2532241,3,time_points,12.04,14.73,14.13
FIS FREESTYLE SKI WORLD CUP 2025,2024-11-30,RUKA (FIN),Women's Moguls,GIACCIO Olivia,2532241,3,jump_1_degree_diff,1.11,1.11,1.11
FIS FREESTYLE SKI WORLD CUP 2025,2024-11-30,RUKA (FIN),Women's Moguls,GIACCIO Olivia,2532241,3,jump_2_degree_diff,0.98,0.98,0.98
FIS FREESTYLE SKI WORLD CUP 2025,2024-11-30,RUKA (FIN),Women's Moguls,GIACCIO Olivia,2532241,3,jump_1_judge_6_score,8.0,7.8,7.7
FIS FREESTYLE SKI WORLD CUP 2025,2024-11-30,RUKA (FIN),Women's Moguls,GIACCIO Olivia,2532241,3,jump_1_judge_7_score,7.7,7.6,6.8
FIS FREESTYLE SKI WORLD CUP 2025,2024-11-30,RUKA (FIN),Women's Moguls,GIACCIO Olivia,2532241,3,jump_2_judge_6_score,7.7,7.6,8.0
FIS FREESTYLE SKI WORLD CUP 2025,2024-11-30,RUKA (FIN),Women's Moguls,GIACCIO Olivia,2532241,3,jump_2_judge_7_score,7.8,8.0,8.3
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-06,IDRE FJÄLL (SWE),Men's Moguls,KINGSBURY Mikael,2484937,1,run_score,81.55,83.47,87.92
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-06,IDRE FJÄLL (SWE),Men's Moguls,KINGSBURY Mikael,2484937,1,air_total,15.34,17.27,19.21
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-06,IDRE FJÄLL (SWE),Men's Moguls,KINGSBURY Mikael,2484937,1,turns_total,49.7,49.5,51.0
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-06,IDRE FJÄLL (SWE),Men's Moguls,KINGSBURY Mikael,2484937,1,time_points,16.51,16.7,17.71
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-06,IDRE FJÄLL (SWE),Men's Moguls,KINGSBURY Mikael,2484937,1,jump_1_degree_diff,0.88,1.05,1.05
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-06,IDRE FJÄLL (SWE),Men's Moguls,KINGSBURY Mikael,2484937,1,jump_2_degree_diff,0.88,1.05,1.05
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-06,IDRE FJÄLL (SWE),Men's Moguls,KINGSBURY Mikael,2484937,1,jump_1_judge_6_score,8.3,8.2,9.3
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-06,IDRE FJÄLL (SWE),Men's Moguls,KINGSBURY Mikael,2484937,1,jump_1_judge_7_score,8.4,7.8,9.0
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-06,IDRE FJÄLL (SWE),Men's Moguls,KINGSBURY Mikael,2484937,1,jump_2_judge_6_score,9.1,8.4,9.2
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-06,IDRE FJÄLL (SWE),Men's Moguls,KINGSBURY Mikael,2484937,1,jump_2_judge_7_score,9.1,8.5,9.1
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-06,IDRE FJÄLL (SWE),Men's Moguls,HORISHIMA Ikuma,2529645,2,run_score,74.57,80.22,85.89
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-06,IDRE FJÄLL (SWE),Men's Moguls,HORISHIMA Ikuma,2529645,2,air_total,14.12,15.04,18.11
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-06,IDRE FJÄLL (SWE),Men's Moguls,HORISHIMA Ikuma,2529645,2,turns_total,44.9,49.6,51.0
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-06,IDRE FJÄLL (SWE),Men's Moguls,HORISHIMA Ikuma,2529645,2,time_points,15.55,15.58,16.78
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-06,IDRE FJÄLL (SWE),Men's Moguls,HORISHIMA Ikuma,2529645,2,jump_1_degree_diff,0.88,0.88,1.05
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-06,IDRE FJÄLL (SWE),Men's Moguls,HORISHIMA Ikuma,2529645,2,jump_2_degree_diff,1.05,1.05,1.22
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-06,IDRE FJÄLL (SWE),Men's Moguls,HORISHIMA Ikuma,2529645,2,jump_1_judge_6_score,7.2,8.2,8.2
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-06,IDRE FJÄLL (SWE),Men's Moguls,HORISHIMA Ikuma,2529645,2,jump_1_judge_7_score,7.0,8.1,8.3
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-06,IDRE FJÄLL (SWE),Men's Moguls,HORISHIMA Ikuma,2529645,2,jump_2_judge_6_score,7.6,7.0,7.8
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-06,IDRE FJÄLL (SWE),Men's Moguls,HORISHIMA Ikuma,2529645,2,jump_2_judge_7_score,7.4,8.0,7.7
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-06,IDRE FJÄLL (SWE),Men's Moguls,WALLBERG Walter,2532001,3,run_score,81.35,84.53,85.63
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-06,IDRE FJÄLL (SWE),Men's Moguls,WALLBERG Walter,2532001,3,air_total,16.32,18.0,18.52
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-06,IDRE FJÄLL (SWE),Men's Moguls,WALLBERG Walter,2532001,3,turns_total,48.0,49.0,49.1
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-06,IDRE FJÄLL (SWE),Men's Moguls,WALLBERG Walter,2532001,3,time_points,17.03,17.53,18.01
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-06,IDRE FJÄLL (SWE),Men's Moguls,WALLBERG Walter,2532001,3,jump_1_degree_diff,0.88,1.05,1.05
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-06,IDRE FJÄLL (SWE),Men's Moguls,WALLBERG Walter,2532001,3,jump_2_degree_diff,1.01,1.05,1.01
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-06,IDRE FJÄLL (SWE),Men's Moguls,WALLBERG Walter,2532001,3,jump_1_judge_6_score,8.0,8.3,8.9
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-06,IDRE FJÄLL (SWE),Men's Moguls,WALLBERG Walter,2532001,3,jump_1_judge_7_score,8.1,8.1,8.9
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-06,IDRE FJÄLL (SWE),Men's Moguls,WALLBERG Walter,2532001,3,jump_2_judge_6_score,9.1,8.9,8.9
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-06,IDRE FJÄLL (SWE),Men's Moguls,WALLBERG Walter,2532001,3,jump_2_judge_7_score,9.2,9.0,9.3
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-06,IDRE FJÄLL (SWE),Women's Moguls,ANTHONY Jakara,2530720,1,run_score,77.39,80.36,82.94
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-06,IDRE FJÄLL (SWE),Women's Moguls,ANTHONY Jakara,2530720,1,air_total,16.65,16.48,17.18
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-06,IDRE FJÄLL (SWE),Women's Moguls,ANTHONY Jakara,2530720,1,turns_total,45.3,46.9,48.2
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-06,IDRE FJÄLL (SWE),Women's Moguls,ANTHONY Jakara,2530720,1,time_points,15.44,16.98,17.56
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-06,IDRE FJÄLL (SWE),Women's Moguls,ANTHONY Jakara,2530720,1,jump_1_degree_diff,1.11,1.11,1.11
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-06,IDRE FJÄLL (SWE),Women's Moguls,ANTHONY Jakara,2530720,1,jump_2_degree_diff,0.81,0.81,0.81
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-06,IDRE FJÄLL (SWE),Women's Moguls,ANTHONY Jakara,2530720,1,jump_1_judge_6_score,8.4,8.2,8.5
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-06,IDRE FJÄLL (SWE),Women's Moguls,ANTHONY Jakara,2530720,1,jump_1_judge_7_score,9.0,8.3,8.9
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-06,IDRE FJÄLL (SWE),Women's Moguls,ANTHONY Jakara,2530720,1,jump_2_judge_6_score,8.6,8.9,9.3
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-06,IDRE FJÄLL (SWE),Women's Moguls,ANTHONY Jakara,2530720,1,jump_2_judge_7_score,8.7,9.2,9.3
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-06,IDRE FJÄLL (SWE),Women's Moguls,LAFFONT Perrine,2531156,2,run_score,78.43,80.2,80.89
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-06,IDRE FJÄLL (SWE),Women's Moguls,LAFFONT Perrine,2531156,2,air_total,16.36,17.47,17.8
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-06,IDRE FJÄLL (SWE),Women's Moguls,LAFFONT Perrine,2531156,2,turns_total,45.6,46.3,46.2
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-06,IDRE FJÄLL (SWE),Women's Moguls,LAFFONT Perrine,2531156,2,time_points,16.47,16.43,16.89
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-06,IDRE FJÄLL (SWE),Women's Moguls,LAFFONT Perrine,2531156,2,jump_1_degree_diff,1.11,1.11,1.11
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-06,IDRE FJÄLL (SWE),Women's Moguls,LAFFONT Perrine,2531156,2,jump_2_degree_diff,0.92,0.92,0.92
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-06,IDRE FJÄLL (SWE),Women's Moguls,LAFFONT Perrine,2531156,2,jump_1_judge_6_score,8.3,8.3,8.5
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-06,IDRE FJÄLL (SWE),Women's Moguls,LAFFONT Perrine,2531156,2,jump_1_judge_7_score,8.1,8.2,8.5
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-06,IDRE FJÄLL (SWE),Women's Moguls,LAFFONT Perrine,2531156,2,jump_2_judge_6_score,8.0,9.2,9.2
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-06,IDRE FJÄLL (SWE),Women's Moguls,LAFFONT Perrine,2531156,2,jump_2_judge_7_score,7.8,8.9,9.0
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-06,IDRE FJÄLL (SWE),Women's Moguls,SCHWINGHAMMER,2533204,3,run_score,76.35,73.71,80.71
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-06,IDRE FJÄLL (SWE),Women's Moguls,SCHWINGHAMMER,2533204,3,air_total,13.7,11.16,16.48
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-06,IDRE FJÄLL (SWE),Women's Moguls,SCHWINGHAMMER,2533204,3,turns_total,47.6,46.3,47.7
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-06,IDRE FJÄLL (SWE),Women's Moguls,SCHWINGHAMMER,2533204,3,time_points,15.05,16.25,16.53
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-06,IDRE FJÄLL (SWE),Women's Moguls,SCHWINGHAMMER,2533204,3,jump_1_degree_diff,0.98,0.98,0.98
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-06,IDRE FJÄLL (SWE),Women's Moguls,SCHWINGHAMMER,2533204,3,jump_2_degree_diff,0.92,0.92,0.92
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-06,IDRE FJÄLL (SWE),Women's Moguls,SCHWINGHAMMER,2533204,3,jump_1_judge_6_score,6.2,7.2,7.8
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-06,IDRE FJÄLL (SWE),Women's Moguls,SCHWINGHAMMER,2533204,3,jump_1_judge_7_score,6.3,7.9,8.3
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-06,IDRE FJÄLL (SWE),Women's Moguls,SCHWINGHAMMER,2533204,3,jump_2_judge_6_score,8.3,4.2,9.3
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-06,IDRE FJÄLL (SWE),Women's Moguls,SCHWINGHAMMER,2533204,3,jump_2_judge_7_score,8.2,4.0,9.4
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-20,BAKURIANI (GEO),Men's Moguls,CAVET Benjamin,2530514,1,run_score,,80.78,84.08
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-20,BAKURIANI (GEO),Men's Moguls,CAVET Benjamin,2530514,1,air_total,,15.66,17.12
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-20,BAKURIANI (GEO),Men's Moguls,CAVET Benjamin,2530514,1,turns_total,,48.1,49.1
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-20,BAKURIANI (GEO),Men's Moguls,CAVET Benjamin,2530514,1,time_points,,17.02,17.86
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-20,BAKURIANI (GEO),Men's Moguls,CAVET Benjamin,2530514,1,jump_1_degree_diff,,0.88,0.88
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-20,BAKURIANI (GEO),Men's Moguls,CAVET Benjamin,2530514,1,jump_2_degree_diff,,1.05,1.05
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-20,BAKURIANI (GEO),Men's Moguls,CAVET Benjamin,2530514,1,jump_1_judge_6_score,,9.0,9.0
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-20,BAKURIANI (GEO),Men's Moguls,CAVET Benjamin,2530514,1,jump_1_judge_7_score,,9.3,9.4
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-20,BAKURIANI (GEO),Men's Moguls,CAVET Benjamin,2530514,1,jump_2_judge_6_score,,7.1,8.6
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-20,BAKURIANI (GEO),Men's Moguls,CAVET Benjamin,2530514,1,jump_2_judge_7_score,,7.4,8.6
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-20,BAKURIANI (GEO),Men's Moguls,KINGSBURY Mikael,2484937,2,run_score,,79.36,82.93
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-20,BAKURIANI (GEO),Men's Moguls,KINGSBURY Mikael,2484937,2,air_total,,13.53,17.4
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-20,BAKURIANI (GEO),Men's Moguls,KINGSBURY Mikael,2484937,2,turns_total,,49.0,48.6
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-20,BAKURIANI (GEO),Men's Moguls,KINGSBURY Mikael,2484937,2,time_points,,16.83,16.93
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-20,BAKURIANI (GEO),Men's Moguls,KINGSBURY Mikael,2484937,2,jump_1_degree_diff,,1.05,1.05
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-20,BAKURIANI (GEO),Men's Moguls,KINGSBURY Mikael,2484937,2,jump_2_degree_diff,,1.01,1.01
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-20,BAKURIANI (GEO),Men's Moguls,KINGSBURY Mikael,2484937,2,jump_1_judge_6_score,,9.1,8.6
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-20,BAKURIANI (GEO),Men's Moguls,KINGSBURY Mikael,2484937,2,jump_1_judge_7_score,,9.2,8.4
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-20,BAKURIANI (GEO),Men's Moguls,KINGSBURY Mikael,2484937,2,jump_2_judge_6_score,,3.9,8.2
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-20,BAKURIANI (GEO),Men's Moguls,KINGSBURY Mikael,2484937,2,jump_2_judge_7_score,,3.9,8.6
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-20,BAKURIANI (GEO),Men's Moguls,VIERELA Severi,2533386,3,run_score,,80.09,80.8
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-20,BAKURIANI (GEO),Men's Moguls,VIERELA Severi,2533386,3,air_total,,16.65,16.34
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-20,BAKURIANI (GEO),Men's Moguls,VIERELA Severi,2533386,3,turns_total,,45.1,46.1
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-20,BAKURIANI (GEO),Men's Moguls,VIERELA Severi,2533386,3,time_points,,18.34,18.36
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-20,BAKURIANI (GEO),Men's Moguls,VIERELA Severi,2533386,3,jump_1_degree_diff,,1.05,1.05
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-20,BAKURIANI (GEO),Men's Moguls,VIERELA Severi,2533386,3,jump_2_degree_diff,,1.01,1.01
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-20,BAKURIANI (GEO),Men's Moguls,VIERELA Severi,2533386,3,jump_1_judge_6_score,,7.5,8.4
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-20,BAKURIANI (GEO),Men's Moguls,VIERELA Severi,2533386,3,jump_1_judge_7_score,,7.4,8.7
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-20,BAKURIANI (GEO),Men's Moguls,VIERELA Severi,2533386,3,jump_2_judge_6_score,,8.6,7.4
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-20,BAKURIANI (GEO),Men's Moguls,VIERELA Severi,2533386,3,jump_2_judge_7_score,,8.9,7.2
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-20,BAKURIANI (GEO),Women's Moguls,GIACCIO Olivia,2532241,1,run_score,73.05,79.77,80.19
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-20,BAKURIANI (GEO),Women's Moguls,GIACCIO Olivia,2532241,1,air_total,16.24,16.72,18.0
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-20,BAKURIANI (GEO),Women's Moguls,GIACCIO Olivia,2532241,1,turns_total,41.2,46.1,45.3
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-20,BAKURIANI (GEO),Women's Moguls,GIACCIO Olivia,2532241,1,time_points,15.61,16.95,16.89
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-20,BAKURIANI (GEO),Women's Moguls,GIACCIO Olivia,2532241,1,jump_1_degree_diff,1.11,1.11,1.11
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-20,BAKURIANI (GEO),Women's Moguls,GIACCIO Olivia,2532241,1,jump_2_degree_diff,0.98,0.98,0.98
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-20,BAKURIANI (GEO),Women's Moguls,GIACCIO Olivia,2532241,1,jump_1_judge_6_score,8.1,7.8,8.6
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-20,BAKURIANI (GEO),Women's Moguls,GIACCIO Olivia,2532241,1,jump_1_judge_7_score,8.2,7.6,8.5
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-20,BAKURIANI (GEO),Women's Moguls,GIACCIO Olivia,2532241,1,jump_2_judge_6_score,7.5,8.2,8.7
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-20,BAKURIANI (GEO),Women's Moguls,GIACCIO Olivia,2532241,1,jump_2_judge_7_score,7.2,8.5,8.7
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-20,BAKURIANI (GEO),Women's Moguls,LAFFONT Perrine,2531156,2,run_score,77.19,75.28,76.53
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-20,BAKURIANI (GEO),Women's Moguls,LAFFONT Perrine,2531156,2,air_total,15.26,12.23,14.39
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-20,BAKURIANI (GEO),Women's Moguls,LAFFONT Perrine,2531156,2,turns_total,46.1,46.2,45.6
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-20,BAKURIANI (GEO),Women's Moguls,LAFFONT Perrine,2531156,2,time_points,15.83,16.85,16.54
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-20,BAKURIANI (GEO),Women's Moguls,LAFFONT Perrine,2531156,2,jump_1_degree_diff,0.98,0.98,0.98
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-20,BAKURIANI (GEO),Women's Moguls,LAFFONT Perrine,2531156,2,jump_2_degree_diff,0.92,0.92,0.92
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-20,BAKURIANI (GEO),Women's Moguls,LAFFONT Perrine,2531156,2,jump_1_judge_6_score,7.5,7.0,7.8
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-20,BAKURIANI (GEO),Women's Moguls,LAFFONT Perrine,2531156,2,jump_1_judge_7_score,7.5,7.0,7.6
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-20,BAKURIANI (GEO),Women's Moguls,LAFFONT Perrine,2531156,2,jump_2_judge_6_score,8.5,5.9,7.4
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-20,BAKURIANI (GEO),Women's Moguls,LAFFONT Perrine,2531156,2,jump_2_judge_7_score,8.7,5.8,7.5
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-20,BAKURIANI (GEO),Women's Moguls,KAUF Jaelin,2529064,3,run_score,71.0,73.25,76.13
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-20,BAKURIANI (GEO),Women's Moguls,KAUF Jaelin,2529064,3,air_total,13.68,13.78,13.75
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-20,BAKURIANI (GEO),Women's Moguls,KAUF Jaelin,2529064,3,turns_total,39.8,40.9,42.8
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-20,BAKURIANI (GEO),Women's Moguls,KAUF Jaelin,2529064,3,time_points,17.52,18.57,19.58
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-20,BAKURIANI (GEO),Women's Moguls,KAUF Jaelin,2529064,3,jump_1_degree_diff,0.98,0.98,0.98
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-20,BAKURIANI (GEO),Women's Moguls,KAUF Jaelin,2529064,3,jump_2_degree_diff,0.92,0.92,0.92
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-20,BAKURIANI (GEO),Women's Moguls,KAUF Jaelin,2529064,3,jump_1_judge_6_score,6.5,7.6,7.2
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-20,BAKURIANI (GEO),Women's Moguls,KAUF Jaelin,2529064,3,jump_1_judge_7_score,6.5,7.5,7.1
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-20,BAKURIANI (GEO),Women's Moguls,KAUF Jaelin,2529064,3,jump_2_judge_6_score,7.9,7.1,7.3
FIS FREESTYLE SKI WORLD CUP 2025,2024-12-20,BAKURIANI (GEO),Women's Moguls,KAUF Jaelin,2529064,3,jump_2_judge_7_score,8.0,6.8,7.4
FIS FREESTYLE SKI WORLD CUP 2025,2025-01-24,WATERVILLE (USA),Men's Moguls,KINGSBURY Mikael,2484937,1,run_score,80.01,80.07,84.95
FIS FREESTYLE SKI WORLD CUP 2025,2025-01-24,WATERVILLE (USA),Men's Moguls,KINGSBURY Mikael,2484937,1,air_total,13.76,15.37,17.1
FIS FREESTYLE SKI WORLD CUP 2025,2025-01-24,WATERVILLE (USA),Men's Moguls,KINGSBURY Mikael,2484937,1,turns_total,49.5,47.8,50.9
FIS FREESTYLE SKI WORLD CUP 2025,2025-01-24,WATERVILLE (USA),Men's Moguls,KINGSBURY Mikael,2484937,1,time_points,16.75,16.9,16.95
FIS FREESTYLE SKI WORLD CUP 2025,2025-01-24,WATERVILLE (USA),Men's Moguls,KINGSBURY Mikael,2484937,1,jump_1_degree_diff,0.88,0.88,0.88
FIS FREESTYLE SKI WORLD CUP 2025,2025-01-24,WATERVILLE (USA),Men's Moguls,KINGSBURY Mikael,2484937,1,jump_2_degree_diff,0.88,1.05,1.05
FIS FREESTYLE SKI WORLD CUP 2025,2025-01-24,WATERVILLE (USA),Men's Moguls,KINGSBURY Mikael,2484937,1,jump_1_judge_6_score,7.8,8.7,9.4
FIS FREESTYLE SKI WORLD CUP 2025,2025-01-24,WATERVILLE (USA),Men's Moguls,KINGSBURY Mikael,2484937,1,jump_1_judge_7_score,7.7,9.2,9.2
FIS FREESTYLE SKI WORLD CUP 2025,2025-01-24,WATERVILLE (USA),Men's Moguls,KINGSBURY Mikael,2484937,1,jump_2_judge_6_score,8.0,7.2,8.5
FIS FREESTYLE SKI WORLD CUP 2025,2025-01-24,WATERVILLE (USA),Men's Moguls,KINGSBURY Mikael,2484937,1,jump_2_judge_7_score,7.8,7.1,8.5
FIS FREESTYLE SKI WORLD CUP 2025,2025-01-24,WATERVILLE (USA),Men's Moguls,PAGE Nick,2533462,2,run_score,73.15,81.51,83.55
FIS FREESTYLE SKI WORLD CUP 2025,2025-01-24,WATERVILLE (USA),Men's Moguls,PAGE Nick,2533462,2,air_total,13.49,16.36,16.99
FIS FREESTYLE SKI WORLD CUP 2025,2025-01-24,WATERVILLE (USA),Men's Moguls,PAGE Nick,2533462,2,turns_total,44.1,47.9,49.8
FIS FREESTYLE SKI WORLD CUP 2025,2025-01-24,WATERVILLE (USA),Men's Moguls,PAGE Nick,2533462,2,time_points,15.56,17.25,16.76
FIS FREESTYLE SKI WORLD CUP 2025,2025-01-24,WATERVILLE (USA),Men's Moguls,PAGE Nick,2533462,2,jump_1_degree_diff,1.01,1.05,1.05
FIS FREESTYLE SKI WORLD CUP 2025,2025-01-24,WATERVILLE (USA),Men's Moguls,PAGE Nick,2533462,2,jump_2_degree_diff,1.05,1.01,1.01
FIS FREESTYLE SKI WORLD CUP 2025,2025-01-24,WATERVILLE (USA),Men's Moguls,PAGE Nick,2533462,2,jump_1_judge_6_score,6.3,7.5,8.3
FIS FREESTYLE SKI WORLD CUP 2025,2025-01-24,WATERVILLE (USA),Men's Moguls,PAGE Nick,2533462,2,jump_1_judge_7_score,6.5,7.9,8.6
FIS FREESTYLE SKI WORLD CUP 2025,2025-01-24,WATERVILLE (USA),Men's Moguls,PAGE Nick,2533462,2,jump_2_judge_6_score,7.0,8.2,7.9
FIS FREESTYLE SKI WORLD CUP 2025,2025-01-24,WATERVILLE (USA),Men's Moguls,PAGE Nick,2533462,2,jump_2_judge_7_score,6.4,8.2,8.2
FIS FREESTYLE SKI WORLD CUP 2025,2025-01-24,WATERVILLE (USA),Men's Moguls,CAVET Benjamin,2530514,3,run_score,78.12,78.58,74.55
FIS FREESTYLE SKI WORLD CUP 2025,2025-01-24,WATERVILLE (USA),Men's Moguls,CAVET Benjamin,2530514,3,air_total,13.13,14.05,13.85
FIS FREESTYLE SKI WORLD CUP 2025,2025-01-24,WATERVILLE (USA),Men's Moguls,CAVET Benjamin,2530514,3,turns_total,48.4,48.1,43.8
FIS FREESTYLE SKI WORLD CUP 2025,2025-01-24,WATERVILLE (USA),Men's Moguls,CAVET Benjamin,2530514,3,time_points,16.59,16.43,16.9
