event.event,event.event_date,event.venue,event.discipline,event.level,athlete.fis_code,athlete.name,athlete.rank,win,podium
2024 FIS FREESTYLE NORAM CUP,12 FEB 2024,APEX MOUNTAIN RESORT (CAN),Men's Moguls,QUALIFICATION RUN 1 RESULTS Final 2,2534330,LOGAN Oliver,4,False,False
2024 FIS FREESTYLE NORAM CUP MOGULS,24 FEB 2024,VAL S TCOME (CAN),Men's Moguls,QUALIFICATION RUN 1 RESULTS Final 2,2530702,PORTELLO Ryan,3,False,True
FIS FREESTYLE SKI WORLD CUP 2026,7 DEC 2025,RUKA (FIN),Women's Moguls,Results Final 2,2532270,JOHNSON Tess,1,True,True
2024 FIS FREESTYLE NORAM CUP MOGULS,24 FEB 2024,VAL S TCOME (CAN),Women's Moguls,QUALIFICATION RUN 1 RESULTS Final 2,2533613,LINTON Jessica,1,True,True
2024 FIS FREESTYLE NORAM CUP FINALS,1 MAR 2024,"STRATTON, VT (USA)",Women's Moguls,QUALIFICATION RUN 1 RESULTS Final 2,2535616,CHAPDELAINE Reese,5,False,False
2024 FIS FREESTYLE NORAM CUP,12 FEB 2024,APEX MOUNTAIN RESORT (CAN),Men's Moguls,QUALIFICATION RUN 1 RESULTS Final 2,2535304,BEAULIEU Charles,1,True,True
FIS FREESTYLE SKI WORLD CUP 2026,9 JAN 2026,VAL ST. COME (CAN),Men's Moguls,Results Final,2484937,KINGSBURY Mikael,1,True,True
FIS FREESTYLE SKI WORLD CUP 2026,9 JAN 2026,VAL ST. COME (CAN),Men's Moguls,Results Final,2537833,MICHEL Asher,12,False,False
FIS FREESTYLE SKI WORLD CUP 2026,7 DEC 2025,RUKA (FIN),Men's Moguls,Results Final 2,2532001,WALLBERG Walter,2,False,True
2024 FIS FREESTYLE NORAM CUP FINALS,1 MAR 2024,"STRATTON, VT (USA)",Men's Moguls,QUALIFICATION RUN 1 RESULTS Final 2,2535304,BEAULIEU Charles,3,False,True
2024 FIS FREESTYLE NORAM CUP,12 FEB 2024,APEX MOUNTAIN RESORT (CAN),Men's Moguls,QUALIFICATION RUN 1 RESULTS Final 2,2535306,DAWSON Quinn,5,False,False
2024 FIS FREESTYLE NORAM CUP,12 FEB 2024,APEX MOUNTAIN RESORT (CAN),Women's Moguls,QUALIFICATION RUN 1 RESULTS Final 2,2534866,KARIOTIS Kylie,4,False,False
2024 FIS FREESTYLE NORAM CUP MOGULS,24 FEB 2024,VAL S TCOME (CAN),Men's Moguls,QUALIFICATION RUN 1 RESULTS Final 2,2537180,MICKEL Charlie,1,True,True
FIS FREESTYLE SKI WORLD CUP 2026,7 DEC 2025,RUKA (FIN),Women's Moguls,Results Final 2,2531156,LAFFONT Perrine,2,False,True
FIS FREESTYLE SKI WORLD CUP 2026,7 DEC 2025,RUKA (FIN),Men's Moguls,Results Final 2,2534856,JUNG Daeyoon,5,False,False
2024 FIS FREESTYLE NORAM CUP,7 FEB 2024,DEER VALLEY RESORT (USA),Men's Moguls,QUALIFICATION RUN 1 RESULTS Final 2,2532530,CORDELL Sam,5,False,False
2024 FIS FREESTYLE NORAM CUP,7 FEB 2024,DEER VALLEY RESORT (USA),Men's Moguls,QUALIFICATION RUN 1 RESULTS Final 2,2535304,BEAULIEU Charles,4,False,False
FIS FREESTYLE SKI WORLD CUP 2026,9 JAN 2026,VAL ST. COME (CAN),Men's Moguls,Results Final,2527085,WALCZYK Dylan,4,False,False
FIS FREESTYLE SKI WORLD CUP 2026,7 DEC 2025,RUKA (FIN),Women's Moguls,Results Final 2,2532241,GIACCIO Olivia,3,False,True
FIS FREESTYLE SKI WORLD CUP 2026,7 DEC 2025,RUKA (FIN),Men's Moguls,Results Final 2,2533462,PAGE Nick,3,False,True
2024 FIS FREESTYLE NORAM CUP,7 FEB 2024,DEER VALLEY RESORT (USA),Men's Moguls,QUALIFICATION RUN 1 RESULTS Final 2,2534451,GOODISON Samuel,2,False,True
2024 FIS FREESTYLE NORAM CUP FINALS,1 MAR 2024,"STRATTON, VT (USA)",Men's Moguls,QUALIFICATION RUN 1 RESULTS Final 2,2537180,MICKEL Charlie,1,True,True
2024 FIS FREESTYLE NORAM CUP,12 FEB 2024,APEX MOUNTAIN RESORT (CAN),Men's Moguls,QUALIFICATION RUN 1 RESULTS Final 2,2537833,MICHEL Asher,2,False,True
2024 FIS FREESTYLE NORAM CUP,12 FEB 2024,APEX MOUNTAIN RESORT (CAN),Women's Moguls,QUALIFICATION RUN 1 RESULTS Final 2,2538154,LODGE Lottie,6,False,False
2024 FIS FREESTYLE NORAM CUP,12 FEB 2024,APEX MOUNTAIN RESORT (CAN),Women's Moguls,QUALIFICATION RUN 1 RESULTS Final 2,2534235,MIKKELSEN Maya,5,False,False
2024 FIS FREESTYLE NORAM CUP,12 FEB 2024,APEX MOUNTAIN RESORT (CAN),Women's Moguls,QUALIFICATION RUN 1 RESULTS Final 2,2533613,LINTON Jessica,2,False,True
FIS FREESTYLE SKI WORLD CUP 2026,9 JAN 2026,VAL ST. COME (CAN),Men's Moguls,Results Final,2531908,HIRAYAMA Shota,6,False,False
FIS FREESTYLE SKI WORLD CUP 2026,9 JAN 2026,VAL ST. COME (CAN),Men's Moguls,Results Final,2534074,VIEL Julien,11,False,False
2024 FIS FREESTYLE NORAM CUP,12 FEB 2024,APEX MOUNTAIN RESORT (CAN),Women's Moguls,QUALIFICATION RUN 1 RESULTS Final 2,2534251,HOGG Kasey,1,True,True
FIS FREESTYLE SKI WORLD CUP 2026,9 JAN 2026,VAL ST. COME (CAN),Men's Moguls,Results Final,2441426,GRAHAM Matt,2,False,True
FIS FREESTYLE SKI WORLD CUP 2026,9 JAN 2026,VAL ST. COME (CAN),Men's Moguls,Results Final,2537180,MICKEL Charlie,5,False,False
FIS FREESTYLE SKI WORLD CUP 2026,9 JAN 2026,VAL ST. COME (CAN),Men's Moguls,Results Final,2534735,HARVEY Jackson,7,False,False
FIS FREESTYLE SKI WORLD CUP 2026,9 JAN 2026,VAL ST. COME (CAN),Men's Moguls,Results Final,2532001,WALLBERG Walter,10,False,False
FIS FREESTYLE SKI WORLD CUP 2026,7 DEC 2025,RUKA (FIN),Men's Moguls,Results Final 2,2529645,HORISHIMA Ikuma,1,True,True
2024 FIS FREESTYLE NORAM CUP,7 FEB 2024,DEER VALLEY RESORT (USA),Men's Moguls,QUALIFICATION RUN 1 RESULTS Final 2,2535306,DAWSON Quinn,1,True,True
2024 FIS FREESTYLE NORAM CUP,7 FEB 2024,DEER VALLEY RESORT (USA),Men's Moguls,QUALIFICATION RUN 1 RESULTS Final 2,2537180,MICKEL Charlie,3,False,True
2024 FIS FREESTYLE NORAM CUP FINALS,1 MAR 2024,"STRATTON, VT (USA)",Men's Moguls,QUALIFICATION RUN 1 RESULTS Final 2,2537833,MICHEL Asher,4,False,False
2024 FIS FREESTYLE NORAM CUP MOGULS,24 FEB 2024,VAL S TCOME (CAN),Men's Moguls,QUALIFICATION RUN 1 RESULTS Final 2,2538994,HUFF Porter,5,False,False
2024 FIS FREESTYLE NORAM CUP MOGULS,24 FEB 2024,VAL S TCOME (CAN),Women's Moguls,QUALIFICATION RUN 1 RESULTS Final 2,2531871,SHAFFER Lulu,3,False,True
2024 FIS FREESTYLE NORAM CUP MOGULS,24 FEB 2024,VAL S TCOME (CAN),Women's Moguls,QUALIFICATION RUN 1 RESULTS Final 2,2532927,BOSCO Emma,4,False,False
FIS FREESTYLE SKI WORLD CUP 2026,9 JAN 2026,VAL ST. COME (CAN),Men's Moguls,Results Final,2534089,MARCELLINI Dylan,13,False,False
FIS FREESTYLE SKI WORLD CUP 2026,9 JAN 2026,VAL ST. COME (CAN),Men's Moguls,Results Final,2534856,JUNG Daeyoon,16,False,False
FIS FREESTYLE SKI WORLD CUP 2026,7 DEC 2025,RUKA (FIN),Women's Moguls,Results Final 2,2533204,SCHWINGHAMMER,5,False,False
2024 FIS FREESTYLE NORAM CUP MOGULS,24 FEB 2024,VAL S TCOME (CAN),Men's Moguls,QUALIFICATION RUN 1 RESULTS Final 2,2537833,MICHEL Asher,6,False,False
2024 FIS FREESTYLE NORAM CUP MOGULS,24 FEB 2024,VAL S TCOME (CAN),Women's Moguls,QUALIFICATION RUN 1 RESULTS Final 2,2534528,KOEHLER Ashley,5,False,False
FIS FREESTYLE SKI WORLD CUP 2026,7 DEC 2025,RUKA (FIN),Women's Moguls,Results Final 2,2537762,LEMLEY Elizabeth,4,False,False
FIS FREESTYLE SKI WORLD CUP 2026,8 DEC 2025,RUKA (FIN),Women's Moguls,Results Final 2,2529064,KAUF Jaelin,3,False,True
FIS FREESTYLE SKI WORLD CUP 2026,8 DEC 2025,RUKA (FIN),Women's Moguls,Results Final 2,2532270,JOHNSON Tess,4,False,False
FIS FREESTYLE SKI WORLD CUP 2026,8 DEC 2025,RUKA (FIN),Women's Moguls,Results Final 2,2532031,TOMITAKA Hinako,5,False,False
FIS FREESTYLE SKI WORLD CUP 2026,8 DEC 2025,RUKA (FIN),Women's Moguls,Results Final 2,2532241,GIACCIO Olivia,2,False,True
FIS FREESTYLE SKI WORLD CUP 2026,8 DEC 2025,RUKA (FIN),Women's Moguls,Results Final 2,2530720,ANTHONY Jakara,1,True,True
FIS FREESTYLE SKI WORLD CUP 2026,8 DEC 2025,RUKA (FIN),Women's Moguls,Results Final 2,2534251,HOGG Kasey,6,False,False
FIS FREESTYLE SKI WORLD CUP 2026,16 JAN 2026,WATERVILLE VALLEY RESORT (USA),Men's Moguls,Results Final 2,2529645,HORISHIMA Ikuma,1,True,True
FIS FREESTYLE SKI WORLD CUP 2026,16 JAN 2026,WATERVILLE VALLEY RESORT (USA),Men's Moguls,Results Final 2,2534074,VIEL Julien,4,False,False
FIS FREESTYLE SKI WORLD CUP 2026,16 JAN 2026,WATERVILLE VALLEY RESORT (USA),Men's Moguls,Results Final 2,2537180,MICKEL Charlie,6,False,False
FIS FREESTYLE SKI WORLD CUP 2026,16 JAN 2026,WATERVILLE VALLEY RESORT (USA),Men's Moguls,Results Final 2,2534858,GRAVENFORS Filip,2,False,True
FIS FREESTYLE SKI WORLD CUP 2026,16 JAN 2026,WATERVILLE VALLEY RESORT (USA),Men's Moguls,Results Final 2,2531908,HIRAYAMA Shota,3,False,True
FIS FREESTYLE SKI WORLD CUP 2026,16 JAN 2026,WATERVILLE VALLEY RESORT (USA),Men's Moguls,Results Final 2,2533462,PAGE Nick,5,False,False
FIS FREESTYLE SKI WORLD CUP 2026,16 JAN 2026,WATERVILLE VALLEY RESORT (USA),Women's Moguls,Results Final 2,2532241,GIACCIO Olivia,3,False,True
FIS FREESTYLE SKI WORLD CUP 2026,28 FEB 2026,NANTO-TOYAMA (JPN),Men's Moguls,Results Final 2,2537180,MICKEL Charlie,5,False,False
FIS FREESTYLE SKI WORLD CUP 2026,28 FEB 2026,NANTO-TOYAMA (JPN),Men's Moguls,Results Final 2,2441426,GRAHAM Matt,1,True,True
FIS FREESTYLE SKI WORLD CUP 2026,28 FEB 2026,NANTO-TOYAMA (JPN),Men's Moguls,Results Final 2,2529645,HORISHIMA Ikuma,3,False,True
FIS FREESTYLE SKI WORLD CUP 2026,16 JAN 2026,WATERVILLE VALLEY RESORT (USA),Women's Moguls,Results Final 2,2530720,ANTHONY Jakara,1,True,True
FIS FREESTYLE SKI WORLD CUP 2026,16 JAN 2026,WATERVILLE VALLEY RESORT (USA),Women's Moguls,Results Final 2,2537762,LEMLEY Elizabeth,2,False,True
FIS FREESTYLE SKI WORLD CUP 2026,28 FEB 2026,NANTO-TOYAMA (JPN),Men's Moguls,Results Final 2,2534140,WENDLER Landon,2,False,True
FIS FREESTYLE SKI WORLD CUP 2026,28 FEB 2026,NANTO-TOYAMA (JPN),Men's Moguls,Results Final 2,2528035,PENTTALA Olli,4,False,False
FIS FREESTYLE SKI WORLD CUP 2026,16 JAN 2026,WATERVILLE VALLEY RESORT (USA),Women's Moguls,Results Final 2,2529074,CARROLL Avital,4,False,False
FIS FREESTYLE SKI WORLD CUP 2026,16 JAN 2026,WATERVILLE VALLEY RESORT (USA),Women's Moguls,Results Final 2,2534251,HOGG Kasey,5,False,False
